n_estimators,learning_rate,minibatch_frac,col_sample,base_max_depth,val_rmse
500,0.1,0.5,0.75,2,0.081008
200,0.05,0.75,1.0,4,0.077879
100,0.01,1.0,0.75,2,0.103579
200,0.01,0.5,1.0,3,0.077883
500,0.1,0.75,0.75,5,0.085312
200,0.05,0.75,0.75,3,0.079104
200,0.1,1.0,0.5,3,0.079271
200,0.01,1.0,0.75,3,0.077174
100,0.01,1.0,1.0,3,0.086359
200,0.01,0.5,0.5,2,0.079928
300,0.1,0.5,0.5,4,0.082328
500,0.01,0.5,0.5,4,0.078067
300,0.1,1.0,1.0,4,0.079498
300,0.05,0.5,0.5,5,0.083636
200,0.1,0.75,1.0,4,0.083733
300,0.01,0.75,0.75,4,0.077382
100,0.1,0.5,0.5,3,0.080619
500,0.1,1.0,0.5,2,0.080993
500,0.1,1.0,0.75,2,0.07961
200,0.01,0.75,0.75,4,0.077009
500,0.1,0.5,1.0,5,0.081446
300,0.05,0.75,1.0,5,0.079518
200,0.01,1.0,0.5,4,0.076799
300,0.1,0.5,1.0,5,0.080655
300,0.01,0.5,0.5,5,0.078454
300,0.1,0.5,1.0,4,0.085012
200,0.1,1.0,0.5,2,0.079393
500,0.05,0.5,0.75,5,0.084315
500,0.01,0.75,1.0,2,0.07796
100,0.05,1.0,1.0,4,0.077669
300,0.05,0.5,1.0,2,0.077353
300,0.05,0.5,0.5,2,0.078443
100,0.05,0.5,1.0,4,0.08032
100,0.01,1.0,0.5,2,0.105261
100,0.05,0.75,1.0,2,0.07834
100,0.1,0.5,0.75,4,0.0847
500,0.05,1.0,1.0,4,0.080022
500,0.05,1.0,1.0,2,0.079741
100,0.01,1.0,1.0,2,0.101042
200,0.1,0.75,0.75,3,0.078775
200,0.1,0.75,0.5,5,0.084899
300,0.01,0.75,1.0,5,0.076713
300,0.05,0.75,0.75,4,0.079921
200,0.01,0.75,1.0,2,0.079324
300,0.05,1.0,0.75,5,0.080931
100,0.01,0.5,0.75,3,0.087075
100,0.05,0.75,1.0,4,0.076982
500,0.05,0.75,0.5,5,0.082264
500,0.01,0.75,1.0,3,0.077734
500,0.05,1.0,0.75,5,0.081322
500,0.1,1.0,1.0,4,0.079965
500,0.05,0.5,1.0,4,0.082449
300,0.01,0.5,0.75,4,0.077549
100,0.1,0.5,1.0,2,0.079072
500,0.01,1.0,0.75,3,0.076851
100,0.01,0.5,0.5,3,0.088355
500,0.05,0.75,1.0,2,0.079238
300,0.05,0.5,0.75,2,0.077441
100,0.1,0.75,0.75,5,0.084522
300,0.05,0.5,0.75,5,0.082686
100,0.05,0.75,0.75,4,0.078667
200,0.05,0.5,1.0,2,0.07776
300,0.05,0.75,1.0,2,0.078634
500,0.1,0.5,1.0,4,0.085975
300,0.1,0.5,1.0,2,0.079129
200,0.1,0.5,1.0,5,0.080729
100,0.1,0.5,1.0,4,0.082838
100,0.01,0.5,0.5,2,0.101331
200,0.05,0.75,1.0,3,0.079176
300,0.01,1.0,1.0,4,0.077584
100,0.01,0.5,1.0,3,0.086479
300,0.05,1.0,0.75,3,0.078697
300,0.1,0.75,0.75,2,0.081763
200,0.05,0.75,0.5,3,0.079273
200,0.01,0.75,0.5,4,0.077822
100,0.01,1.0,0.75,3,0.087333
200,0.01,0.75,0.5,5,0.078063
300,0.01,0.5,1.0,2,0.078173
200,0.05,0.5,0.5,3,0.078977
300,0.01,1.0,0.5,4,0.076359
100,0.01,0.75,1.0,2,0.099374
100,0.01,0.75,1.0,3,0.0866
200,0.1,0.5,0.75,5,0.086847
200,0.01,0.75,0.75,2,0.079581
200,0.1,1.0,0.75,2,0.077968
100,0.01,0.75,0.75,3,0.08715
500,0.01,0.5,1.0,5,0.077697
500,0.01,0.75,0.75,4,0.077677
200,0.1,0.75,0.75,2,0.080696
300,0.1,0.5,0.75,3,0.083183
300,0.1,0.75,0.5,2,0.079041
200,0.05,1.0,0.5,2,0.07945
200,0.01,0.75,0.5,3,0.077146
500,0.1,1.0,0.75,5,0.080732
100,0.05,0.5,0.75,4,0.079731
100,0.05,1.0,0.75,5,0.079183
300,0.1,1.0,0.5,4,0.081912
300,0.01,0.5,0.75,5,0.078675
200,0.05,0.5,1.0,5,0.077877
300,0.1,1.0,0.75,5,0.080188
300,0.05,0.75,0.75,5,0.080951
500,0.01,0.5,1.0,4,0.077462
500,0.1,1.0,0.5,5,0.082559
500,0.01,1.0,0.5,5,0.0773
500,0.05,0.75,1.0,3,0.081225
500,0.01,1.0,1.0,2,0.077575
200,0.1,0.5,0.5,4,0.082024
500,0.05,1.0,0.75,3,0.079074
100,0.1,1.0,0.75,4,0.078461
200,0.05,1.0,0.5,5,0.079036
500,0.01,0.5,0.75,4,0.078351
100,0.1,0.75,1.0,5,0.081211
300,0.1,0.75,0.5,5,0.085279
200,0.01,1.0,0.5,2,0.07984
200,0.01,0.5,0.75,5,0.077848
100,0.01,1.0,0.75,4,0.08334
500,0.05,0.75,0.5,4,0.082667
500,0.1,0.5,0.5,4,0.084201
500,0.01,0.5,1.0,3,0.078205
100,0.1,0.75,0.5,4,0.079779
300,0.05,1.0,1.0,4,0.078981
300,0.05,1.0,0.75,2,0.078501
200,0.01,1.0,1.0,3,0.077865
500,0.1,0.5,1.0,2,0.079289
200,0.1,1.0,0.75,4,0.079891
300,0.1,0.5,1.0,3,0.082505
300,0.05,1.0,0.5,2,0.07937
100,0.01,0.75,0.75,4,0.083523
500,0.01,1.0,0.5,2,0.078077
300,0.1,1.0,1.0,2,0.080192
500,0.1,0.75,0.75,4,0.081691
300,0.01,1.0,0.75,5,0.076454
300,0.01,1.0,0.75,4,0.077131
100,0.01,0.5,1.0,2,0.098892
100,0.1,0.75,0.5,2,0.077735
300,0.1,0.75,0.75,3,0.079205
200,0.01,0.75,1.0,5,0.076761
100,0.05,1.0,0.5,2,0.0793
300,0.1,1.0,0.5,3,0.079772
500,0.1,0.5,0.75,4,0.089181
300,0.01,1.0,1.0,2,0.077881
300,0.01,0.75,0.5,5,0.078564
300,0.01,0.75,0.5,4,0.078016
300,0.1,1.0,1.0,5,0.078982
300,0.05,0.75,0.75,3,0.079478
200,0.05,0.5,0.5,4,0.080959
200,0.05,0.5,0.5,5,0.082634
500,0.05,0.5,1.0,3,0.079678
100,0.05,1.0,0.5,4,0.079001
200,0.1,0.5,0.75,2,0.079674
100,0.1,1.0,1.0,2,0.07859
100,0.05,0.75,0.5,2,0.078
300,0.1,0.75,0.75,4,0.080783
200,0.05,1.0,1.0,5,0.077568
300,0.01,1.0,0.5,2,0.078219
500,0.05,1.0,1.0,5,0.078244
100,0.1,0.75,0.75,4,0.078205
300,0.05,1.0,0.5,3,0.078911
100,0.1,1.0,1.0,3,0.077745
500,0.05,1.0,1.0,3,0.077386
500,0.1,0.75,0.5,2,0.080587
200,0.05,0.75,1.0,5,0.079062
300,0.05,0.5,1.0,5,0.07925
100,0.01,1.0,0.5,3,0.087763
200,0.1,0.75,1.0,3,0.080238
100,0.1,1.0,0.75,5,0.079224
200,0.1,1.0,1.0,2,0.079455
100,0.01,1.0,0.5,5,0.081986
200,0.1,1.0,1.0,5,0.078774
500,0.05,0.75,1.0,5,0.080641
200,0.1,0.5,0.5,2,0.07919
500,0.01,0.5,0.5,2,0.078247
500,0.1,1.0,0.75,3,0.079453
500,0.05,0.5,0.5,5,0.085217
500,0.05,0.5,1.0,5,0.079908
500,0.1,0.75,0.5,3,0.083551
500,0.1,0.5,0.5,5,0.0833
200,0.01,0.5,1.0,4,0.076403
200,0.05,0.75,0.75,5,0.080296
100,0.01,0.75,0.75,5,0.08182
200,0.01,0.5,0.75,3,0.076828
300,0.01,0.75,1.0,4,0.077012
200,0.05,1.0,1.0,3,0.077343
500,0.1,1.0,1.0,3,0.081437
500,0.01,1.0,0.5,3,0.076401
500,0.1,0.5,0.5,2,0.080988
500,0.05,0.5,0.5,4,0.082651
300,0.01,1.0,0.75,3,0.076723
300,0.01,0.75,1.0,3,0.077894
200,0.1,0.75,1.0,5,0.082205
300,0.05,0.75,0.5,4,0.082028
300,0.1,1.0,0.75,4,0.080694
200,0.1,0.5,1.0,4,0.084844
500,0.05,0.5,1.0,2,0.079037
200,0.05,1.0,0.5,4,0.079422
200,0.01,1.0,1.0,5,0.076955
100,0.1,1.0,0.5,3,0.077679
300,0.05,0.75,0.5,2,0.077664
100,0.1,1.0,0.5,5,0.080909
500,0.01,0.75,0.5,2,0.077802
