n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,val_rmse
100,3,0.2,0.7,0.6,0.1,1.5,0.07455
500,4,0.2,0.7,0.8,0.0,1.5,0.078563
300,3,0.1,1.0,0.8,0.0,1.5,0.073376
300,5,0.01,0.8,1.0,0.0,1.0,0.072415
100,5,0.05,0.7,1.0,0.1,2.0,0.07269
200,6,0.01,0.8,1.0,0.1,1.5,0.075314
100,4,0.05,1.0,1.0,1.0,1.0,0.073166
300,5,0.05,1.0,0.8,0.1,1.5,0.073691
200,4,0.1,0.6,1.0,1.0,1.5,0.073025
500,6,0.1,1.0,0.8,1.0,2.0,0.074151
300,6,0.2,0.8,1.0,0.0,1.5,0.077488
300,6,0.1,1.0,0.8,1.0,2.0,0.074151
200,5,0.2,0.7,1.0,0.0,1.5,0.079081
300,5,0.2,1.0,0.6,0.1,1.5,0.075903
100,6,0.1,0.8,0.8,0.0,1.0,0.073351
500,4,0.05,0.7,1.0,0.0,2.0,0.074587
100,4,0.05,0.7,0.6,0.0,2.0,0.072356
100,3,0.2,0.7,1.0,1.0,1.0,0.072828
500,3,0.1,0.6,0.8,1.0,2.0,0.072859
200,3,0.05,0.7,0.6,0.1,1.0,0.072252
500,5,0.1,0.8,0.8,0.1,2.0,0.075569
200,4,0.05,1.0,1.0,0.1,1.0,0.072847
100,4,0.1,0.6,0.6,0.1,2.0,0.07338
200,3,0.05,0.8,0.8,1.0,2.0,0.072007
100,4,0.2,0.8,0.8,1.0,2.0,0.072791
200,6,0.01,1.0,0.6,1.0,2.0,0.076109
200,4,0.05,0.6,0.8,0.0,1.0,0.072573
300,3,0.1,0.7,0.8,1.0,1.0,0.073141
500,3,0.01,0.6,1.0,0.1,2.0,0.071192
500,6,0.2,0.7,0.6,0.0,2.0,0.078392
200,5,0.2,0.8,1.0,0.0,1.0,0.077083
100,6,0.01,0.7,0.8,0.0,1.0,0.087194
200,6,0.01,0.6,0.6,1.0,2.0,0.076609
200,5,0.1,1.0,1.0,0.1,1.0,0.07372
100,6,0.2,1.0,0.8,1.0,1.0,0.074767
500,3,0.1,1.0,0.8,0.0,1.0,0.075832
200,4,0.01,0.7,0.6,0.0,1.0,0.074352
500,4,0.05,0.6,1.0,1.0,1.5,0.072531
500,3,0.2,1.0,0.8,0.0,1.5,0.079188
500,3,0.05,0.6,0.8,1.0,1.5,0.072294
100,4,0.05,0.7,0.8,1.0,2.0,0.073244
300,6,0.1,0.6,1.0,0.1,1.5,0.077241
500,3,0.01,0.6,0.8,1.0,2.0,0.072102
100,6,0.01,1.0,1.0,1.0,1.0,0.089946
300,5,0.01,0.8,0.6,0.0,1.5,0.072252
500,4,0.2,0.7,0.6,1.0,1.0,0.075037
200,3,0.1,0.8,0.6,1.0,1.5,0.072842
100,6,0.01,0.7,0.8,1.0,1.0,0.089239
300,3,0.2,0.6,0.6,1.0,1.0,0.074439
200,6,0.01,1.0,0.6,0.1,1.0,0.074969
200,4,0.01,0.7,1.0,1.0,1.0,0.075936
500,3,0.01,0.8,0.6,0.1,1.5,0.071365
500,4,0.01,0.6,1.0,0.1,1.0,0.071737
300,5,0.1,0.6,1.0,1.0,2.0,0.073307
200,3,0.01,0.8,0.8,1.0,2.0,0.07585
500,3,0.2,1.0,1.0,0.0,1.5,0.078903
200,5,0.01,0.8,0.8,0.0,1.5,0.074184
500,6,0.2,1.0,1.0,0.0,1.5,0.075766
500,5,0.1,0.7,0.6,0.1,1.0,0.077542
500,5,0.1,1.0,0.8,0.0,2.0,0.077635
100,4,0.01,0.6,1.0,1.0,2.0,0.08914
200,3,0.05,0.7,0.8,0.1,1.5,0.07177
500,6,0.1,0.7,0.8,0.0,1.0,0.074892
100,3,0.1,0.7,1.0,0.0,1.5,0.072437
500,6,0.05,0.6,0.6,1.0,1.0,0.073305
200,4,0.2,1.0,1.0,0.0,1.5,0.077762
200,6,0.1,0.7,1.0,0.0,1.5,0.075459
200,4,0.01,0.7,0.6,1.0,1.0,0.075756
100,4,0.05,0.6,0.6,0.0,2.0,0.072924
200,3,0.01,0.6,0.6,0.0,1.0,0.074497
300,5,0.2,0.6,0.6,0.0,2.0,0.079842
500,4,0.1,0.7,1.0,0.1,1.5,0.074982
200,4,0.2,1.0,0.8,0.1,1.0,0.077007
200,3,0.01,0.6,0.8,0.1,1.5,0.074805
500,3,0.05,0.8,1.0,0.1,2.0,0.073866
300,4,0.05,1.0,0.8,0.1,1.0,0.073288
200,6,0.1,0.6,0.6,0.0,1.5,0.07466
500,3,0.01,1.0,0.6,0.0,1.5,0.071507
300,3,0.1,1.0,0.6,0.1,2.0,0.074696
100,5,0.1,1.0,0.8,0.0,1.0,0.074992
200,4,0.01,0.6,0.8,0.0,1.0,0.073763
200,3,0.1,0.8,1.0,0.1,1.5,0.074926
500,5,0.01,0.8,0.6,0.0,1.0,0.072189
300,5,0.1,0.8,0.6,1.0,2.0,0.073503
300,5,0.01,1.0,0.8,0.1,2.0,0.072903
200,3,0.2,1.0,1.0,0.0,1.5,0.075818
500,5,0.01,0.8,0.8,1.0,2.0,0.072876
300,6,0.01,0.7,0.8,0.0,1.0,0.073321
300,3,0.01,0.7,1.0,1.0,2.0,0.07316
300,6,0.01,0.7,0.6,0.0,1.5,0.072827
200,6,0.1,0.7,0.6,0.1,1.5,0.076787
200,5,0.2,0.7,1.0,0.1,1.5,0.078631
200,3,0.01,0.8,0.8,0.1,2.0,0.075175
100,5,0.1,0.7,1.0,1.0,2.0,0.073436
300,4,0.1,0.8,0.8,1.0,1.5,0.072934
300,4,0.05,0.7,1.0,0.0,1.5,0.07318
100,4,0.1,1.0,0.8,1.0,1.0,0.073179
500,5,0.05,0.7,0.6,1.0,2.0,0.073258
100,3,0.2,0.8,0.6,1.0,1.5,0.074579
100,5,0.01,0.7,0.6,1.0,1.5,0.088809
100,5,0.2,0.8,0.8,0.0,1.5,0.076404
300,6,0.2,0.8,0.8,0.0,1.5,0.07565
100,6,0.01,0.6,0.8,0.1,2.0,0.088319
500,6,0.01,0.6,0.6,1.0,2.0,0.073177
500,3,0.2,0.8,0.8,0.1,1.0,0.07759
300,3,0.01,0.6,0.6,0.0,2.0,0.071832
300,6,0.05,0.6,1.0,1.0,1.5,0.072499
100,4,0.01,1.0,0.6,1.0,1.5,0.088306
200,6,0.05,0.6,1.0,0.0,2.0,0.074873
200,6,0.01,1.0,1.0,0.1,1.0,0.076455
300,6,0.05,0.6,1.0,0.1,1.0,0.074243
300,3,0.2,0.8,0.6,0.0,1.0,0.07882
300,5,0.01,0.6,0.8,0.1,2.0,0.072176
200,3,0.2,0.6,0.6,1.0,1.5,0.074016
300,5,0.05,1.0,1.0,0.1,2.0,0.073864
100,3,0.01,1.0,0.8,0.1,1.5,0.088349
500,3,0.2,0.8,0.8,0.0,1.5,0.078824
500,4,0.1,0.8,1.0,0.0,1.0,0.076066
100,5,0.01,0.8,1.0,0.0,2.0,0.087067
500,3,0.2,0.8,1.0,0.1,1.5,0.079276
300,5,0.01,0.8,1.0,1.0,1.0,0.073839
500,5,0.01,1.0,1.0,0.1,1.5,0.073332
200,4,0.01,0.6,1.0,1.0,1.5,0.076256
500,5,0.1,0.7,0.6,0.1,2.0,0.077431
500,3,0.01,0.8,0.8,0.1,1.0,0.071489
200,5,0.05,1.0,0.6,0.1,2.0,0.072123
100,5,0.01,0.7,1.0,0.1,1.5,0.087923
200,4,0.1,0.7,0.6,0.0,1.5,0.075488
300,3,0.01,1.0,1.0,1.0,1.0,0.073756
100,5,0.2,1.0,1.0,1.0,2.0,0.074341
300,3,0.1,0.7,0.8,1.0,2.0,0.072627
100,3,0.01,0.6,1.0,1.0,2.0,0.089012
500,4,0.1,1.0,0.6,0.0,2.0,0.078405
500,4,0.1,0.8,0.8,0.0,1.0,0.074979
200,3,0.2,1.0,1.0,1.0,1.0,0.073443
300,4,0.05,1.0,1.0,0.1,2.0,0.074185
500,5,0.05,1.0,0.6,0.1,1.5,0.074707
100,6,0.05,0.8,0.6,0.1,2.0,0.073468
300,4,0.1,0.8,0.6,0.0,1.0,0.075778
100,5,0.01,0.6,0.6,1.0,1.5,0.089423
300,6,0.2,0.7,1.0,0.0,1.5,0.075773
200,4,0.1,0.8,0.8,0.1,2.0,0.074251
500,6,0.2,1.0,0.8,0.0,1.0,0.077021
500,3,0.01,0.7,1.0,0.1,2.0,0.071343
300,6,0.1,0.6,1.0,0.0,2.0,0.07668
100,6,0.2,0.6,0.8,0.0,1.0,0.079281
200,6,0.01,0.7,0.8,0.1,1.0,0.075333
500,5,0.05,1.0,0.8,0.0,1.0,0.074557
100,6,0.01,0.7,0.6,0.0,1.0,0.086555
300,5,0.01,1.0,0.8,1.0,2.0,0.07344
500,5,0.2,0.6,0.6,1.0,1.0,0.077213
300,5,0.01,0.6,1.0,1.0,1.0,0.07381
100,3,0.01,0.6,0.6,0.1,1.5,0.087553
300,6,0.05,0.7,1.0,0.0,1.5,0.074916
200,5,0.01,0.8,0.8,0.0,1.0,0.073938
300,4,0.05,0.6,0.6,1.0,1.0,0.072838
100,3,0.05,0.7,1.0,1.0,1.0,0.072116
100,5,0.01,0.7,1.0,1.0,1.5,0.089343
200,5,0.2,0.8,0.6,0.1,1.0,0.076834
500,6,0.2,0.6,0.8,0.0,1.0,0.079924
500,6,0.05,0.6,1.0,0.1,1.0,0.074768
200,4,0.2,0.7,0.6,1.0,2.0,0.072749
200,3,0.1,0.6,0.8,1.0,2.0,0.071977
100,4,0.01,0.7,0.8,1.0,1.0,0.088499
200,3,0.1,0.7,0.6,0.0,2.0,0.073264
300,5,0.2,0.6,0.6,0.1,1.0,0.078435
100,4,0.1,0.7,1.0,1.0,2.0,0.07342
500,4,0.2,0.8,0.6,0.0,1.5,0.080394
300,4,0.01,1.0,0.8,0.1,1.0,0.072002
500,6,0.05,1.0,0.8,1.0,1.0,0.074072
100,4,0.05,0.6,1.0,1.0,2.0,0.072444
500,5,0.05,0.8,1.0,0.0,2.0,0.075954
300,5,0.01,0.7,0.8,1.0,1.5,0.073672
500,5,0.1,0.6,0.8,0.0,1.0,0.076451
100,5,0.05,0.8,0.6,0.1,1.5,0.073164
100,5,0.05,0.8,1.0,1.0,1.5,0.073176
500,3,0.1,0.6,0.6,0.1,1.5,0.076995
300,4,0.01,0.6,0.6,0.1,2.0,0.071949
300,5,0.05,0.8,1.0,0.1,1.0,0.073614
100,6,0.01,0.8,0.6,0.0,2.0,0.086773
200,4,0.01,0.6,0.8,0.0,2.0,0.074065
300,5,0.01,0.6,0.6,0.0,2.0,0.072126
300,6,0.1,0.6,0.6,0.0,1.5,0.074988
300,3,0.01,0.6,0.8,0.0,1.5,0.071831
200,3,0.01,0.6,0.6,1.0,1.5,0.07601
300,5,0.01,1.0,0.8,1.0,1.5,0.073261
500,5,0.05,0.7,0.6,0.1,1.5,0.075323
500,4,0.2,0.7,0.8,0.1,1.0,0.077568
500,4,0.01,0.7,0.6,1.0,2.0,0.072158
100,6,0.2,0.7,0.6,0.0,1.0,0.077302
500,4,0.1,0.6,0.6,1.0,2.0,0.072692
200,4,0.2,0.8,0.8,1.0,1.0,0.073484
200,6,0.1,0.7,0.6,0.0,1.5,0.077435
500,3,0.1,1.0,1.0,0.1,1.0,0.075675
200,6,0.01,0.7,0.6,1.0,2.0,0.076235
300,3,0.05,0.6,1.0,1.0,1.0,0.07194
300,4,0.2,0.7,0.6,0.0,1.0,0.078053
300,3,0.1,0.6,1.0,1.0,2.0,0.072543
100,5,0.05,0.6,1.0,0.0,1.5,0.072794
200,3,0.1,1.0,0.6,0.1,2.0,0.07345
200,3,0.05,0.6,0.6,0.1,1.5,0.071724
100,4,0.01,1.0,0.8,0.0,2.0,0.087383
200,5,0.05,0.8,0.8,1.0,1.0,0.072599
100,3,0.05,0.8,0.8,0.0,1.5,0.071968
300,6,0.01,0.8,0.8,0.1,1.5,0.072809
300,5,0.1,0.6,0.6,0.0,1.5,0.07774
200,3,0.05,0.7,1.0,0.1,1.5,0.071584
300,6,0.01,0.8,0.8,0.1,2.0,0.072694
200,3,0.01,0.8,1.0,0.1,1.5,0.075108
100,3,0.01,0.8,0.6,0.1,1.5,0.087982
100,4,0.05,0.7,0.8,0.1,2.0,0.071965
500,4,0.05,0.8,1.0,0.0,2.0,0.074632
300,6,0.2,1.0,0.8,0.1,1.0,0.075101
100,4,0.01,0.7,1.0,0.1,2.0,0.087702
200,3,0.05,0.7,0.8,0.1,1.0,0.071903
100,4,0.05,0.6,0.8,0.1,1.0,0.071669
100,3,0.1,0.7,0.8,0.1,2.0,0.071023
200,5,0.05,0.6,0.6,1.0,1.0,0.073028
100,4,0.05,0.7,0.8,0.1,1.5,0.072234
300,4,0.1,1.0,1.0,1.0,2.0,0.073631
200,3,0.1,0.6,0.6,0.1,2.0,0.074212
200,4,0.05,0.6,0.8,0.1,1.5,0.072534
500,3,0.1,0.8,1.0,1.0,2.0,0.073026
300,4,0.01,1.0,0.6,1.0,1.5,0.072638
200,3,0.01,0.7,0.6,0.0,1.0,0.074443
100,5,0.1,0.6,0.6,0.1,1.0,0.073084
500,4,0.1,1.0,0.8,0.1,1.0,0.076741
300,5,0.2,0.7,0.6,1.0,1.0,0.074692
300,5,0.2,0.8,1.0,0.1,1.5,0.077907
300,3,0.2,1.0,0.8,0.0,2.0,0.076178
200,3,0.1,0.7,1.0,0.0,1.5,0.074331
500,5,0.2,0.8,0.6,0.0,1.5,0.08023
300,3,0.2,1.0,0.8,0.1,1.5,0.078088
500,6,0.05,0.7,0.6,0.0,1.0,0.07408
200,6,0.1,1.0,0.8,0.1,1.5,0.076304
100,6,0.1,0.7,1.0,0.0,2.0,0.073942
100,4,0.2,0.6,0.8,1.0,1.5,0.073913
100,4,0.2,0.7,0.8,0.0,2.0,0.073166
500,3,0.05,1.0,1.0,1.0,1.5,0.072931
300,3,0.01,0.8,1.0,0.1,1.0,0.072132
200,5,0.1,1.0,0.8,0.1,1.5,0.073825
300,3,0.01,0.6,0.8,0.1,1.5,0.071892
200,6,0.2,0.6,1.0,0.0,1.5,0.078412
