n_estimators,num_leaves,learning_rate,subsample,colsample_bytree,min_child_samples,val_rmse
100,63,0.05,1.0,1.0,30,0.080799
500,63,0.05,1.0,0.8,30,0.084752
200,127,0.1,0.6,1.0,10,0.08225
500,127,0.2,1.0,0.6,10,0.086145
500,127,0.1,1.0,1.0,10,0.082239
300,31,0.2,0.8,0.6,30,0.088301
500,63,0.2,1.0,0.8,10,0.084155
200,31,0.1,0.8,1.0,10,0.081895
100,63,0.05,0.6,1.0,20,0.081268
100,31,0.2,0.8,0.8,10,0.08618
200,63,0.05,0.6,1.0,20,0.082013
200,127,0.05,1.0,1.0,20,0.081556
100,63,0.1,0.6,0.6,20,0.081937
100,63,0.2,0.8,1.0,30,0.08482
300,127,0.1,0.8,0.6,20,0.083732
300,31,0.2,1.0,0.6,10,0.085543
200,31,0.01,0.8,0.6,10,0.083436
300,63,0.01,0.6,0.6,30,0.079305
300,31,0.1,1.0,1.0,20,0.084189
200,31,0.2,1.0,1.0,10,0.084677
200,127,0.01,0.6,1.0,10,0.083174
100,63,0.05,0.8,0.6,30,0.080631
500,127,0.1,0.6,0.8,30,0.083758
200,31,0.01,1.0,1.0,30,0.083985
500,63,0.01,0.8,0.8,20,0.080153
200,31,0.01,0.8,0.6,20,0.083289
300,127,0.2,0.6,0.6,20,0.08537
300,63,0.01,1.0,0.8,10,0.079427
200,127,0.01,0.8,0.8,10,0.082907
500,63,0.1,0.6,1.0,10,0.08248
200,63,0.01,0.8,1.0,30,0.083711
300,31,0.01,0.8,1.0,20,0.079169
100,63,0.01,0.6,1.0,10,0.108954
200,63,0.05,0.8,0.6,20,0.082784
200,127,0.2,1.0,1.0,20,0.085619
300,63,0.1,0.8,0.6,30,0.086391
200,127,0.01,0.6,1.0,30,0.083711
100,63,0.05,0.6,0.6,10,0.081133
200,63,0.01,0.6,0.6,10,0.082914
500,63,0.2,0.6,0.6,10,0.083922
200,127,0.2,1.0,0.8,30,0.086245
200,63,0.01,0.6,0.8,10,0.082488
500,31,0.05,1.0,0.8,30,0.082813
300,63,0.1,0.6,0.6,10,0.082324
300,127,0.1,1.0,0.8,10,0.082213
100,127,0.1,1.0,0.8,20,0.082328
200,127,0.01,0.6,0.6,30,0.082808
200,63,0.1,1.0,0.6,20,0.083234
500,63,0.01,1.0,0.8,30,0.080318
200,63,0.2,1.0,1.0,20,0.084453
500,127,0.01,0.8,0.6,10,0.081269
300,127,0.01,0.8,0.8,20,0.080275
500,127,0.01,0.6,1.0,20,0.081396
300,63,0.1,0.6,1.0,20,0.083354
300,31,0.2,0.8,0.8,10,0.086396
100,127,0.1,0.8,0.8,20,0.082328
500,31,0.1,0.8,1.0,30,0.085737
500,31,0.05,0.8,0.6,30,0.084174
100,63,0.1,1.0,1.0,10,0.081813
100,31,0.2,0.8,1.0,10,0.084384
100,127,0.01,0.6,1.0,30,0.110173
100,127,0.2,0.8,1.0,20,0.085454
500,127,0.2,0.8,1.0,20,0.085852
200,31,0.01,0.6,0.8,10,0.083631
500,127,0.05,0.6,1.0,10,0.081411
100,63,0.01,1.0,0.8,20,0.109564
300,63,0.05,0.6,0.8,30,0.084073
300,63,0.01,1.0,1.0,20,0.080505
500,127,0.05,0.6,0.8,30,0.084752
300,127,0.2,0.8,0.8,20,0.083881
500,63,0.01,0.6,0.8,10,0.079505
200,63,0.2,0.6,0.6,20,0.081653
500,63,0.05,1.0,1.0,30,0.084013
100,31,0.01,1.0,0.8,30,0.110454
100,127,0.01,1.0,0.6,10,0.109079
500,63,0.01,1.0,0.6,20,0.080402
200,127,0.1,0.6,1.0,20,0.082598
300,127,0.01,1.0,1.0,30,0.080306
100,127,0.2,1.0,1.0,30,0.08482
300,127,0.1,0.8,0.6,30,0.086391
100,31,0.01,0.6,1.0,10,0.110207
200,63,0.2,1.0,1.0,30,0.085607
500,31,0.05,1.0,1.0,30,0.084355
200,31,0.05,0.8,0.8,30,0.080411
500,31,0.1,0.8,0.8,20,0.083009
100,127,0.01,0.6,0.6,20,0.109251
500,127,0.2,0.8,0.6,30,0.086148
200,127,0.1,0.8,1.0,30,0.08456
300,63,0.01,0.8,0.6,10,0.07999
200,31,0.01,0.6,1.0,10,0.083638
500,63,0.01,1.0,1.0,10,0.080542
500,63,0.01,0.6,1.0,10,0.080542
100,31,0.01,0.6,0.6,20,0.110666
500,127,0.05,0.8,0.6,30,0.082975
300,31,0.01,0.8,1.0,10,0.078856
500,31,0.05,0.6,0.6,20,0.082051
100,31,0.05,0.8,0.8,10,0.079228
100,127,0.01,0.8,0.8,20,0.109021
300,31,0.2,0.8,0.8,30,0.085827
200,127,0.2,0.6,1.0,30,0.085607
200,63,0.1,0.6,0.8,20,0.083809
100,63,0.01,0.8,0.6,20,0.109666
200,63,0.1,0.6,1.0,20,0.08305
100,63,0.1,0.8,0.8,20,0.083133
500,31,0.01,1.0,0.8,30,0.079948
100,63,0.05,0.6,1.0,10,0.081079
500,63,0.01,0.8,0.6,20,0.080402
100,127,0.05,0.8,0.8,30,0.081406
100,127,0.05,1.0,0.6,20,0.080074
500,31,0.01,0.6,0.6,20,0.079913
500,63,0.05,1.0,0.6,10,0.082337
200,31,0.01,0.8,0.8,30,0.08371
500,63,0.01,0.6,0.6,10,0.080205
500,127,0.1,0.6,0.6,10,0.083895
300,127,0.01,0.6,0.6,30,0.079305
200,63,0.01,0.6,0.6,20,0.082638
200,31,0.2,0.6,1.0,10,0.084677
200,127,0.2,0.8,1.0,30,0.085607
300,63,0.01,0.6,1.0,30,0.080306
300,127,0.05,0.6,1.0,10,0.081281
500,31,0.2,0.6,1.0,10,0.084808
300,127,0.1,0.6,1.0,10,0.082263
100,127,0.05,0.6,0.8,20,0.080699
200,63,0.1,1.0,0.8,10,0.0823
200,63,0.05,0.6,0.6,20,0.082784
100,63,0.01,1.0,0.8,30,0.109993
300,31,0.05,0.8,1.0,30,0.0832
100,31,0.05,0.8,1.0,20,0.079731
500,127,0.01,0.8,1.0,20,0.081396
500,63,0.1,0.6,0.6,10,0.082355
200,63,0.05,0.8,0.8,10,0.081256
500,127,0.01,0.8,1.0,30,0.080328
100,31,0.01,0.8,0.8,30,0.110454
100,63,0.05,0.8,0.6,20,0.08152
500,127,0.2,1.0,0.8,30,0.086497
100,63,0.01,0.8,0.8,10,0.108897
200,63,0.05,0.8,0.6,10,0.081737
100,63,0.05,0.6,0.8,10,0.080755
100,31,0.1,0.8,0.6,20,0.082829
300,31,0.05,0.6,0.6,20,0.081031
500,31,0.1,1.0,1.0,30,0.085737
200,63,0.1,0.6,0.6,20,0.083234
200,127,0.05,0.6,0.8,10,0.082317
500,31,0.01,1.0,0.8,20,0.079764
200,63,0.01,0.6,1.0,10,0.083283
100,127,0.1,0.6,0.6,10,0.083754
500,63,0.2,0.6,1.0,30,0.085917
500,63,0.2,1.0,0.6,20,0.081715
300,127,0.2,1.0,0.8,30,0.086381
200,63,0.1,0.8,0.6,30,0.085819
300,63,0.1,1.0,0.8,30,0.083391
200,31,0.1,0.8,0.6,30,0.083728
100,63,0.2,0.6,0.8,20,0.084326
300,127,0.01,1.0,0.6,10,0.080338
300,31,0.1,1.0,0.8,30,0.084351
300,127,0.01,0.6,0.8,10,0.080301
300,63,0.2,0.6,0.8,20,0.084961
300,127,0.2,0.8,0.6,30,0.086046
100,63,0.01,0.6,0.6,30,0.110545
100,63,0.2,0.8,0.8,10,0.083836
100,63,0.01,0.8,1.0,20,0.109578
300,63,0.1,0.8,0.8,30,0.083391
300,31,0.05,1.0,0.6,20,0.081031
100,127,0.01,0.6,1.0,20,0.108975
200,63,0.1,1.0,0.8,30,0.082722
200,31,0.1,0.8,0.8,30,0.08337
300,127,0.1,0.6,0.6,10,0.083886
100,127,0.1,0.8,1.0,30,0.082917
200,31,0.05,1.0,1.0,10,0.07925
300,127,0.2,0.6,0.6,30,0.086046
200,63,0.1,1.0,1.0,20,0.08305
100,63,0.05,1.0,0.6,20,0.08152
300,127,0.05,0.8,1.0,20,0.082045
500,63,0.05,1.0,0.6,30,0.082975
100,63,0.2,0.8,0.6,30,0.08496
100,31,0.2,1.0,0.8,20,0.084571
500,63,0.05,0.6,0.6,10,0.082337
100,31,0.05,0.6,0.8,10,0.079228
200,63,0.05,1.0,1.0,20,0.082013
200,31,0.01,0.8,1.0,20,0.083229
300,63,0.1,1.0,0.8,20,0.084107
500,31,0.01,0.8,0.8,20,0.079764
200,63,0.01,0.6,0.8,30,0.083151
200,31,0.01,0.8,0.8,20,0.083875
300,63,0.01,1.0,0.6,30,0.079305
100,31,0.01,0.6,0.8,20,0.110347
300,63,0.05,0.8,1.0,20,0.08257
200,127,0.01,0.6,0.8,10,0.082907
300,127,0.1,0.8,0.8,20,0.083128
200,127,0.05,0.8,1.0,30,0.082164
500,63,0.1,0.6,0.8,20,0.084206
500,31,0.01,1.0,1.0,10,0.078722
100,127,0.2,1.0,0.6,30,0.08496
200,31,0.1,0.8,0.6,20,0.083852
200,127,0.1,0.8,0.8,20,0.082953
200,63,0.01,0.8,0.8,20,0.08298
100,63,0.01,0.8,0.6,30,0.110545
500,63,0.2,1.0,1.0,20,0.084499
500,63,0.05,0.6,0.8,10,0.082016
200,127,0.2,1.0,0.8,10,0.08083
100,63,0.01,0.8,0.6,10,0.109271
100,31,0.2,1.0,0.8,10,0.08618
500,127,0.01,0.6,1.0,30,0.080328
500,31,0.01,0.6,0.8,20,0.079764
500,31,0.1,0.6,0.8,10,0.081968
500,63,0.01,0.6,1.0,20,0.080685
100,127,0.2,1.0,1.0,20,0.085454
100,63,0.01,0.6,1.0,30,0.110173
500,31,0.1,0.8,0.8,30,0.084668
100,63,0.1,0.6,0.6,30,0.084203
200,31,0.1,0.6,0.6,30,0.083728
100,63,0.05,0.6,0.8,30,0.081406
500,127,0.05,0.6,0.8,10,0.082514
100,63,0.05,0.6,0.8,20,0.079935
200,63,0.05,1.0,0.8,20,0.081409
300,63,0.1,0.8,1.0,20,0.083354
100,127,0.05,0.6,0.6,30,0.080631
500,63,0.2,0.6,0.8,30,0.086497
200,63,0.1,1.0,0.6,10,0.082267
500,63,0.2,1.0,1.0,10,0.083088
500,127,0.05,0.6,0.6,30,0.082975
100,31,0.2,0.6,0.6,10,0.084623
500,127,0.1,1.0,1.0,30,0.085221
100,63,0.1,0.6,0.8,30,0.081819
300,63,0.2,1.0,0.8,10,0.084153
500,63,0.1,1.0,0.8,30,0.083758
500,31,0.2,0.8,1.0,30,0.084856
200,127,0.2,1.0,1.0,30,0.085607
200,63,0.2,1.0,0.8,10,0.084138
200,31,0.2,0.8,0.8,20,0.08523
200,127,0.2,1.0,0.8,20,0.083829
200,63,0.1,0.6,0.6,30,0.085819
100,127,0.05,1.0,1.0,20,0.080933
200,127,0.1,1.0,0.6,30,0.085819
300,127,0.1,1.0,0.6,10,0.083886
100,63,0.05,0.8,0.8,20,0.079935
100,31,0.01,1.0,0.6,20,0.110666
300,127,0.1,1.0,0.6,30,0.086391
500,127,0.2,0.6,0.8,10,0.080848
500,63,0.1,1.0,0.6,20,0.0836
100,63,0.2,0.8,1.0,10,0.082885
100,63,0.05,0.8,1.0,10,0.081079
500,63,0.01,1.0,0.8,10,0.079505
200,63,0.01,0.6,0.8,20,0.08298
500,31,0.1,0.8,0.6,20,0.085164
100,127,0.1,0.6,0.6,20,0.082692
300,31,0.1,0.8,0.8,10,0.081413
200,63,0.1,0.8,0.8,30,0.082722
300,63,0.01,0.6,0.6,10,0.07999
200,127,0.05,0.8,1.0,20,0.081556
500,63,0.05,0.6,0.8,30,0.084752
200,127,0.1,1.0,1.0,20,0.082598
500,127,0.1,0.8,0.6,20,0.083838
100,31,0.01,0.8,1.0,20,0.110191
500,63,0.1,0.6,0.6,20,0.0836
