n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,val_rmse
200,3,0.01,0.6,0.6,0.0,1.0,0.087217
300,5,0.2,0.6,0.6,0.0,2.0,0.08658
500,4,0.1,0.7,1.0,0.1,1.5,0.083188
200,4,0.2,1.0,0.8,0.1,1.0,0.083762
200,3,0.01,0.6,0.8,0.1,1.5,0.087025
500,3,0.05,0.8,1.0,0.1,2.0,0.082409
300,4,0.05,1.0,0.8,0.1,1.0,0.082903
200,6,0.1,0.6,0.6,0.0,1.5,0.081026
500,3,0.01,1.0,0.6,0.0,1.5,0.081228
300,3,0.1,1.0,0.6,0.1,2.0,0.082492
100,5,0.1,1.0,0.8,0.0,1.0,0.081856
200,4,0.01,0.6,0.8,0.0,1.0,0.084949
200,3,0.1,0.8,1.0,0.1,1.5,0.082866
500,5,0.01,0.8,0.6,0.0,1.0,0.079753
300,5,0.1,0.8,0.6,1.0,2.0,0.081264
300,5,0.01,1.0,0.8,0.1,2.0,0.080399
200,3,0.2,1.0,1.0,0.0,1.5,0.084949
500,5,0.01,0.8,0.8,1.0,2.0,0.080181
300,6,0.01,0.7,0.8,0.0,1.0,0.079602
300,3,0.01,0.7,1.0,1.0,2.0,0.082379
300,6,0.01,0.7,0.6,0.0,1.5,0.079825
200,6,0.1,0.7,0.6,0.1,1.5,0.080161
200,5,0.2,0.7,1.0,0.1,1.5,0.08898
200,3,0.01,0.8,0.8,0.1,2.0,0.087771
100,5,0.1,0.7,1.0,1.0,2.0,0.081831
300,4,0.1,0.8,0.8,1.0,1.5,0.080801
300,4,0.05,0.7,1.0,0.0,1.5,0.083078
100,4,0.1,1.0,0.8,1.0,1.0,0.081352
500,5,0.05,0.7,0.6,1.0,2.0,0.081343
100,3,0.2,0.8,0.6,1.0,1.5,0.081998
100,5,0.01,0.7,0.6,1.0,1.5,0.114062
100,5,0.2,0.8,0.8,0.0,1.5,0.08407
300,6,0.2,0.8,0.8,0.0,1.5,0.084797
100,6,0.01,0.6,0.8,0.1,2.0,0.110627
500,6,0.01,0.6,0.6,1.0,2.0,0.080103
500,3,0.2,0.8,0.8,0.1,1.0,0.085707
300,3,0.01,0.6,0.6,0.0,2.0,0.082203
300,6,0.05,0.6,1.0,1.0,1.5,0.081135
100,4,0.01,1.0,0.6,1.0,1.5,0.11356
200,6,0.05,0.6,1.0,0.0,2.0,0.079373
200,6,0.01,1.0,1.0,0.1,1.0,0.084232
300,6,0.05,0.6,1.0,0.1,1.0,0.081453
300,3,0.2,0.8,0.6,0.0,1.0,0.086247
300,5,0.01,0.6,0.8,0.1,2.0,0.079354
200,3,0.2,0.6,0.6,1.0,1.5,0.080784
300,5,0.05,1.0,1.0,0.1,2.0,0.081439
100,3,0.01,1.0,0.8,0.1,1.5,0.113321
500,3,0.2,0.8,0.8,0.0,1.5,0.086279
500,4,0.1,0.8,1.0,0.0,1.0,0.082782
100,5,0.01,0.8,1.0,0.0,2.0,0.111012
500,3,0.2,0.8,1.0,0.1,1.5,0.087627
300,5,0.01,0.8,1.0,1.0,1.0,0.080717
500,5,0.01,1.0,1.0,0.1,1.5,0.080011
200,4,0.01,0.6,1.0,1.0,1.5,0.086785
500,5,0.1,0.7,0.6,0.1,2.0,0.082482
500,3,0.01,0.8,0.8,0.1,1.0,0.081647
200,5,0.05,1.0,0.6,0.1,2.0,0.082085
100,5,0.01,0.7,1.0,0.1,1.5,0.110953
200,4,0.1,0.7,0.6,0.0,1.5,0.084009
300,3,0.01,1.0,1.0,1.0,1.0,0.083308
100,5,0.2,1.0,1.0,1.0,2.0,0.080381
300,3,0.1,0.7,0.8,1.0,2.0,0.080439
100,3,0.01,0.6,1.0,1.0,2.0,0.115494
500,4,0.1,1.0,0.6,0.0,2.0,0.084593
500,4,0.1,0.8,0.8,0.0,1.0,0.08315
200,3,0.2,1.0,1.0,1.0,1.0,0.083005
300,4,0.05,1.0,1.0,0.1,2.0,0.082456
500,5,0.05,1.0,0.6,0.1,1.5,0.08254
100,6,0.05,0.8,0.6,0.1,2.0,0.080692
300,4,0.1,0.8,0.6,0.0,1.0,0.082813
100,5,0.01,0.6,0.6,1.0,1.5,0.114425
300,6,0.2,0.7,1.0,0.0,1.5,0.084492
200,4,0.1,0.8,0.8,0.1,2.0,0.082607
500,6,0.2,1.0,0.8,0.0,1.0,0.084365
500,3,0.01,0.7,1.0,0.1,2.0,0.081237
300,6,0.1,0.6,1.0,0.0,2.0,0.0828
100,6,0.2,0.6,0.8,0.0,1.0,0.084882
200,6,0.01,0.7,0.8,0.1,1.0,0.084077
500,5,0.05,1.0,0.8,0.0,1.0,0.082913
100,6,0.01,0.7,0.6,0.0,1.0,0.110002
300,5,0.01,1.0,0.8,1.0,2.0,0.081373
500,5,0.2,0.6,0.6,1.0,1.0,0.084105
300,5,0.01,0.6,1.0,1.0,1.0,0.080751
100,3,0.01,0.6,0.6,0.1,1.5,0.113541
300,6,0.05,0.7,1.0,0.0,1.5,0.080315
200,5,0.01,0.8,0.8,0.0,1.0,0.084361
300,4,0.05,0.6,0.6,1.0,1.0,0.081623
100,3,0.05,0.7,1.0,1.0,1.0,0.081069
100,5,0.01,0.7,1.0,1.0,1.5,0.113432
200,5,0.2,0.8,0.6,0.1,1.0,0.085391
500,6,0.2,0.6,0.8,0.0,1.0,0.085338
500,6,0.05,0.6,1.0,0.1,1.0,0.081999
200,4,0.2,0.7,0.6,1.0,2.0,0.080823
200,3,0.1,0.6,0.8,1.0,2.0,0.081486
100,4,0.01,0.7,0.8,1.0,1.0,0.114202
200,3,0.1,0.7,0.6,0.0,2.0,0.083192
300,5,0.2,0.6,0.6,0.1,1.0,0.087005
100,4,0.1,0.7,1.0,1.0,2.0,0.08068
500,4,0.2,0.8,0.6,0.0,1.5,0.085294
300,4,0.01,1.0,0.8,0.1,1.0,0.082213
500,6,0.05,1.0,0.8,1.0,1.0,0.080505
100,4,0.05,0.6,1.0,1.0,2.0,0.080066
500,5,0.05,0.8,1.0,0.0,2.0,0.08211
300,5,0.01,0.7,0.8,1.0,1.5,0.080773
500,5,0.1,0.6,0.8,0.0,1.0,0.083823
100,5,0.05,0.8,0.6,0.1,1.5,0.079979
100,5,0.05,0.8,1.0,1.0,1.5,0.079711
500,3,0.1,0.6,0.6,0.1,1.5,0.081952
300,4,0.01,0.6,0.6,0.1,2.0,0.08105
300,5,0.05,0.8,1.0,0.1,1.0,0.081594
100,6,0.01,0.8,0.6,0.0,2.0,0.110555
200,4,0.01,0.6,0.8,0.0,2.0,0.084778
300,5,0.01,0.6,0.6,0.0,2.0,0.079443
300,6,0.1,0.6,0.6,0.0,1.5,0.081177
300,3,0.01,0.6,0.8,0.0,1.5,0.082053
200,3,0.01,0.6,0.6,1.0,1.5,0.088393
300,5,0.01,1.0,0.8,1.0,1.5,0.081345
500,5,0.05,0.7,0.6,0.1,1.5,0.082204
500,4,0.2,0.7,0.8,0.1,1.0,0.083512
500,4,0.01,0.7,0.6,1.0,2.0,0.07993
100,6,0.2,0.7,0.6,0.0,1.0,0.082109
500,4,0.1,0.6,0.6,1.0,2.0,0.08115
200,4,0.2,0.8,0.8,1.0,1.0,0.082662
200,6,0.1,0.7,0.6,0.0,1.5,0.081433
500,3,0.1,1.0,1.0,0.1,1.0,0.083957
200,6,0.01,0.7,0.6,1.0,2.0,0.086906
300,3,0.05,0.6,1.0,1.0,1.0,0.081481
300,4,0.2,0.7,0.6,0.0,1.0,0.084986
300,3,0.1,0.6,1.0,1.0,2.0,0.082857
100,5,0.05,0.6,1.0,0.0,1.5,0.080151
200,3,0.1,1.0,0.6,0.1,2.0,0.082319
200,3,0.05,0.6,0.6,0.1,1.5,0.082023
100,4,0.01,1.0,0.8,0.0,2.0,0.112076
200,5,0.05,0.8,0.8,1.0,1.0,0.079889
100,3,0.05,0.8,0.8,0.0,1.5,0.081869
300,6,0.01,0.8,0.8,0.1,1.5,0.080031
300,5,0.1,0.6,0.6,0.0,1.5,0.081435
200,3,0.05,0.7,1.0,0.1,1.5,0.08266
300,6,0.01,0.8,0.8,0.1,2.0,0.079775
200,3,0.01,0.8,1.0,0.1,1.5,0.087623
100,3,0.01,0.8,0.6,0.1,1.5,0.113382
100,4,0.05,0.7,0.8,0.1,2.0,0.080901
500,4,0.05,0.8,1.0,0.0,2.0,0.082863
300,6,0.2,1.0,0.8,0.1,1.0,0.082119
100,4,0.01,0.7,1.0,0.1,2.0,0.112012
200,3,0.05,0.7,0.8,0.1,1.0,0.081574
100,4,0.05,0.6,0.8,0.1,1.0,0.080537
100,3,0.1,0.7,0.8,0.1,2.0,0.082343
200,5,0.05,0.6,0.6,1.0,1.0,0.080559
100,4,0.05,0.7,0.8,0.1,1.5,0.081795
300,4,0.1,1.0,1.0,1.0,2.0,0.080717
200,3,0.1,0.6,0.6,0.1,2.0,0.083108
200,4,0.05,0.6,0.8,0.1,1.5,0.080203
500,3,0.1,0.8,1.0,1.0,2.0,0.081122
300,4,0.01,1.0,0.6,1.0,1.5,0.081875
200,3,0.01,0.7,0.6,0.0,1.0,0.087558
100,5,0.1,0.6,0.6,0.1,1.0,0.082545
500,4,0.1,1.0,0.8,0.1,1.0,0.084173
300,5,0.2,0.7,0.6,1.0,1.0,0.082568
300,5,0.2,0.8,1.0,0.1,1.5,0.085417
300,3,0.2,1.0,0.8,0.0,2.0,0.082455
200,3,0.1,0.7,1.0,0.0,1.5,0.084238
500,5,0.2,0.8,0.6,0.0,1.5,0.083491
300,3,0.2,1.0,0.8,0.1,1.5,0.083837
500,6,0.05,0.7,0.6,0.0,1.0,0.079802
200,6,0.1,1.0,0.8,0.1,1.5,0.080262
100,6,0.1,0.7,1.0,0.0,2.0,0.080183
100,4,0.2,0.6,0.8,1.0,1.5,0.080559
100,4,0.2,0.7,0.8,0.0,2.0,0.086616
500,3,0.05,1.0,1.0,1.0,1.5,0.081797
300,3,0.01,0.8,1.0,0.1,1.0,0.082942
200,5,0.1,1.0,0.8,0.1,1.5,0.082669
300,3,0.01,0.6,0.8,0.1,1.5,0.082047
200,6,0.2,0.6,1.0,0.0,1.5,0.087938
