n_estimators,learning_rate,loss,base_max_depth,val_rmse
100,0.1,exponential,2,0.078981
100,0.1,exponential,3,0.076063
100,0.1,exponential,4,0.073496
100,0.1,exponential,5,0.073522
100,0.5,linear,2,0.085386
100,0.5,linear,3,0.080892
100,0.5,linear,4,0.077966
100,0.5,linear,5,0.076646
100,0.5,square,2,0.091702
100,0.5,square,3,0.08264
100,0.5,square,4,0.07809
100,0.5,square,5,0.075664
100,0.5,exponential,2,0.085854
100,0.5,exponential,3,0.08029
100,0.5,exponential,4,0.078684
100,0.5,exponential,5,0.076454
100,1.0,linear,2,0.089221
100,1.0,linear,3,0.082536
100,1.0,linear,4,0.079564
100,1.0,linear,5,0.076004
100,1.0,square,2,0.091406
100,1.0,square,3,0.082154
100,1.0,square,4,0.078259
100,1.0,square,5,0.075217
100,1.0,exponential,2,0.089785
100,1.0,exponential,3,0.082519
100,1.0,exponential,4,0.079863
100,1.0,exponential,5,0.077084
200,0.01,linear,2,0.084132
200,0.01,linear,3,0.078827
200,0.01,linear,4,0.075238
200,0.01,linear,5,0.074338
200,0.01,square,2,0.084134
200,0.01,square,3,0.079186
200,0.01,square,4,0.075674
200,0.01,square,5,0.074304
200,0.01,exponential,2,0.08382
200,0.01,exponential,3,0.079172
200,0.01,exponential,4,0.075325
200,0.01,exponential,5,0.074331
200,0.05,linear,2,0.078947
200,0.05,linear,3,0.075453
200,0.05,linear,4,0.073965
200,0.05,linear,5,0.072899
200,0.05,square,2,0.081075
200,0.05,square,3,0.07701
200,0.05,square,4,0.074771
200,0.05,square,5,0.074125
200,0.05,exponential,2,0.079345
200,0.05,exponential,3,0.075295
200,0.05,exponential,4,0.073829
200,0.05,exponential,5,0.07293
200,0.1,linear,2,0.080941
200,0.1,linear,3,0.077626
200,0.1,linear,4,0.075268
200,0.1,linear,5,0.074347
200,0.1,square,2,0.084834
200,0.1,square,3,0.079875
200,0.1,square,4,0.075938
200,0.1,square,5,0.07487
200,0.1,exponential,2,0.081043
200,0.1,exponential,3,0.076628
200,0.1,exponential,4,0.074734
200,0.1,exponential,5,0.073676
200,0.5,linear,2,0.090113
200,0.5,linear,3,0.082463
200,0.5,linear,4,0.079728
200,0.5,linear,5,0.077231
200,0.5,square,2,0.093101
200,0.5,square,3,0.083145
200,0.5,square,4,0.078852
200,0.5,square,5,0.075971
200,0.5,exponential,2,0.090737
200,0.5,exponential,3,0.083185
200,0.5,exponential,4,0.079877
200,0.5,exponential,5,0.076289
200,1.0,linear,2,0.09098
200,1.0,linear,3,0.083385
200,1.0,linear,4,0.080837
200,1.0,linear,5,0.07701
200,1.0,square,2,0.092687
200,1.0,square,3,0.081973
200,1.0,square,4,0.077913
200,1.0,square,5,0.07486
200,1.0,exponential,2,0.091478
200,1.0,exponential,3,0.083695
200,1.0,exponential,4,0.081228
200,1.0,exponential,5,0.077721
300,0.01,linear,2,0.083331
300,0.01,linear,3,0.078127
300,0.01,linear,4,0.074665
300,0.01,linear,5,0.073919
300,0.01,square,2,0.081203
300,0.01,square,3,0.078507
300,0.01,square,4,0.075329
300,0.01,square,5,0.074114
300,0.01,exponential,2,0.083731
300,0.01,exponential,3,0.078238
300,0.01,exponential,4,0.074811
300,0.01,exponential,5,0.0739
300,0.05,linear,2,0.08008
300,0.05,linear,3,0.076188
300,0.05,linear,4,0.074372
300,0.05,linear,5,0.073051
300,0.05,square,2,0.082573
300,0.05,square,3,0.078457
300,0.05,square,4,0.075133
300,0.05,square,5,0.074138
300,0.05,exponential,2,0.079362
300,0.05,exponential,3,0.075973
300,0.05,exponential,4,0.074112
300,0.05,exponential,5,0.073026
300,0.1,linear,2,0.082569
300,0.1,linear,3,0.079326
300,0.1,linear,4,0.076251
300,0.1,linear,5,0.074932
300,0.1,square,2,0.088186
300,0.1,square,3,0.081067
300,0.1,square,4,0.076799
300,0.1,square,5,0.075881
300,0.1,exponential,2,0.083358
300,0.1,exponential,3,0.078766
300,0.1,exponential,4,0.075885
300,0.1,exponential,5,0.074573
300,0.5,linear,2,0.090834
300,0.5,linear,3,0.082887
300,0.5,linear,4,0.080446
300,0.5,linear,5,0.077075
300,0.5,square,2,0.094401
300,0.5,square,3,0.083348
300,0.5,square,4,0.078759
300,0.5,square,5,0.076436
300,0.5,exponential,2,0.091913
300,0.5,exponential,3,0.083491
300,0.5,exponential,4,0.080231
300,0.5,exponential,5,0.07674
300,1.0,linear,2,0.091243
300,1.0,linear,3,0.083818
300,1.0,linear,4,0.080868
300,1.0,linear,5,0.076988
300,1.0,square,2,0.093858
300,1.0,square,3,0.082542
300,1.0,square,4,0.078012
300,1.0,square,5,0.075387
300,1.0,exponential,2,0.091557
300,1.0,exponential,3,0.084054
300,1.0,exponential,4,0.080917
300,1.0,exponential,5,0.077846
