n_estimators,num_leaves,learning_rate,subsample,colsample_bytree,min_child_samples,val_rmse
500,63,0.2,1.0,0.8,10,0.078924
200,31,0.1,0.8,1.0,10,0.076523
100,63,0.05,0.6,1.0,20,0.073954
100,31,0.2,0.8,0.8,10,0.079156
200,63,0.05,0.6,1.0,20,0.075239
200,127,0.05,1.0,1.0,20,0.074693
100,63,0.1,0.6,0.6,20,0.076698
100,63,0.2,0.8,1.0,30,0.079724
300,127,0.1,0.8,0.6,20,0.075834
300,31,0.2,1.0,0.6,10,0.080986
200,31,0.01,0.8,0.6,10,0.072874
300,63,0.01,0.6,0.6,30,0.072517
300,31,0.1,1.0,1.0,20,0.077899
200,31,0.2,1.0,1.0,10,0.079392
200,127,0.01,0.6,1.0,10,0.076003
100,63,0.05,0.8,0.6,30,0.07326
500,127,0.1,0.6,0.8,30,0.077406
200,31,0.01,1.0,1.0,30,0.073677
500,63,0.01,0.8,0.8,20,0.073563
200,31,0.01,0.8,0.6,20,0.073085
300,127,0.2,0.6,0.6,20,0.081252
300,63,0.01,1.0,0.8,10,0.073751
200,127,0.01,0.8,0.8,10,0.07438
500,63,0.1,0.6,1.0,10,0.078027
200,63,0.01,0.8,1.0,30,0.073807
300,31,0.01,0.8,1.0,20,0.071941
100,63,0.01,0.6,1.0,10,0.084833
200,63,0.05,0.8,0.6,20,0.075013
200,127,0.2,1.0,1.0,20,0.080342
300,63,0.1,0.8,0.6,30,0.078118
200,127,0.01,0.6,1.0,30,0.073807
100,63,0.05,0.6,0.6,10,0.075325
200,63,0.01,0.6,0.6,10,0.072936
500,63,0.2,0.6,0.6,10,0.081391
200,127,0.2,1.0,0.8,30,0.080808
200,63,0.01,0.6,0.8,10,0.073742
500,31,0.05,1.0,0.8,30,0.076817
300,63,0.1,0.6,0.6,10,0.078912
300,127,0.1,1.0,0.8,10,0.077596
100,127,0.1,1.0,0.8,20,0.076614
200,127,0.01,0.6,0.6,30,0.073249
200,63,0.1,1.0,0.6,20,0.077458
500,63,0.01,1.0,0.8,30,0.074194
200,63,0.2,1.0,1.0,20,0.08005
500,127,0.01,0.8,0.6,10,0.074042
300,127,0.01,0.8,0.8,20,0.072281
500,127,0.01,0.6,1.0,20,0.07405
300,63,0.1,0.6,1.0,20,0.079252
300,31,0.2,0.8,0.8,10,0.080041
100,127,0.1,0.8,0.8,20,0.076614
500,31,0.1,0.8,1.0,30,0.078448
500,31,0.05,0.8,0.6,30,0.07643
100,63,0.1,1.0,1.0,10,0.076735
100,31,0.2,0.8,1.0,10,0.078462
100,127,0.01,0.6,1.0,30,0.085583
100,127,0.2,0.8,1.0,20,0.079696
500,127,0.2,0.8,1.0,20,0.080433
200,31,0.01,0.6,0.8,10,0.073352
500,127,0.05,0.6,1.0,10,0.077894
100,63,0.01,1.0,0.8,20,0.084558
300,63,0.05,0.6,0.8,30,0.076044
300,63,0.01,1.0,1.0,20,0.072427
500,127,0.05,0.6,0.8,30,0.076704
300,127,0.2,0.8,0.8,20,0.075221
500,63,0.01,0.6,0.8,10,0.075309
200,63,0.2,0.6,0.6,20,0.080726
500,63,0.05,1.0,1.0,30,0.076663
100,31,0.01,1.0,0.8,30,0.085789
100,127,0.01,1.0,0.6,10,0.083883
500,63,0.01,1.0,0.6,20,0.073703
200,127,0.1,0.6,1.0,20,0.075725
300,127,0.01,1.0,1.0,30,0.073337
100,127,0.2,1.0,1.0,30,0.079724
300,127,0.1,0.8,0.6,30,0.078118
100,31,0.01,0.6,1.0,10,0.085261
200,63,0.2,1.0,1.0,30,0.080869
500,31,0.05,1.0,1.0,30,0.076144
200,31,0.05,0.8,0.8,30,0.07506
500,31,0.1,0.8,0.8,20,0.077589
100,127,0.01,0.6,0.6,20,0.084686
500,127,0.2,0.8,0.6,30,0.080083
200,127,0.1,0.8,1.0,30,0.077402
300,63,0.01,0.8,0.6,10,0.072876
200,31,0.01,0.6,1.0,10,0.073385
500,63,0.01,1.0,1.0,10,0.076157
500,63,0.01,0.6,1.0,10,0.076157
100,31,0.01,0.6,0.6,20,0.085072
500,127,0.05,0.8,0.6,30,0.077136
300,31,0.01,0.8,1.0,10,0.072988
500,31,0.05,0.6,0.6,20,0.076497
100,31,0.05,0.8,0.8,10,0.073984
100,127,0.01,0.8,0.8,20,0.084661
300,31,0.2,0.8,0.8,30,0.080763
200,127,0.2,0.6,1.0,30,0.080869
200,63,0.1,0.6,0.8,20,0.07812
100,63,0.01,0.8,0.6,20,0.084811
200,63,0.1,0.6,1.0,20,0.078744
100,63,0.1,0.8,0.8,20,0.077218
500,31,0.01,1.0,0.8,30,0.073942
100,63,0.05,0.6,1.0,10,0.075763
500,63,0.01,0.8,0.6,20,0.073703
100,127,0.05,0.8,0.8,30,0.074057
100,127,0.05,1.0,0.6,20,0.075214
500,31,0.01,0.6,0.6,20,0.072895
500,63,0.05,1.0,0.6,10,0.077315
200,31,0.01,0.8,0.8,30,0.073548
500,63,0.01,0.6,0.6,10,0.074656
500,127,0.1,0.6,0.6,10,0.07661
300,127,0.01,0.6,0.6,30,0.072517
200,63,0.01,0.6,0.6,20,0.073014
200,31,0.2,0.6,1.0,10,0.079392
200,127,0.2,0.8,1.0,30,0.080869
300,63,0.01,0.6,1.0,30,0.073337
300,127,0.05,0.6,1.0,10,0.077629
500,31,0.2,0.6,1.0,10,0.079602
300,127,0.1,0.6,1.0,10,0.079913
100,127,0.05,0.6,0.8,20,0.07456
200,63,0.1,1.0,0.8,10,0.078531
200,63,0.05,0.6,0.6,20,0.075013
100,63,0.01,1.0,0.8,30,0.085449
300,31,0.05,0.8,1.0,30,0.075294
100,31,0.05,0.8,1.0,20,0.072535
500,127,0.01,0.8,1.0,20,0.07405
500,63,0.1,0.6,0.6,10,0.079082
200,63,0.05,0.8,0.8,10,0.076775
500,127,0.01,0.8,1.0,30,0.073949
100,31,0.01,0.8,0.8,30,0.085789
100,63,0.05,0.8,0.6,20,0.073517
500,127,0.2,1.0,0.8,30,0.081339
100,63,0.01,0.8,0.8,10,0.084257
200,63,0.05,0.8,0.6,10,0.076624
100,63,0.05,0.6,0.8,10,0.075313
100,31,0.1,0.8,0.6,20,0.076824
300,31,0.05,0.6,0.6,20,0.075821
500,31,0.1,1.0,1.0,30,0.078448
200,63,0.1,0.6,0.6,20,0.077458
200,127,0.05,0.6,0.8,10,0.077726
500,31,0.01,1.0,0.8,20,0.073161
200,63,0.01,0.6,1.0,10,0.074484
100,127,0.1,0.6,0.6,10,0.076292
500,63,0.2,0.6,1.0,30,0.081279
500,63,0.2,1.0,0.6,20,0.080868
300,127,0.2,1.0,0.8,30,0.081076
200,63,0.1,0.8,0.6,30,0.077573
300,63,0.1,1.0,0.8,30,0.076999
200,31,0.1,0.8,0.6,30,0.075537
100,63,0.2,0.6,0.8,20,0.07943
300,127,0.01,1.0,0.6,10,0.072896
300,31,0.1,1.0,0.8,30,0.077994
300,127,0.01,0.6,0.8,10,0.074587
300,63,0.2,0.6,0.8,20,0.079752
300,127,0.2,0.8,0.6,30,0.07988
100,63,0.01,0.6,0.6,30,0.085237
100,63,0.2,0.8,0.8,10,0.078743
100,63,0.01,0.8,1.0,20,0.084875
300,63,0.1,0.8,0.8,30,0.076999
300,31,0.05,1.0,0.6,20,0.075821
100,127,0.01,0.6,1.0,20,0.08504
200,63,0.1,1.0,0.8,30,0.076537
200,31,0.1,0.8,0.8,30,0.077261
300,127,0.1,0.6,0.6,10,0.076565
100,127,0.1,0.8,1.0,30,0.076319
200,31,0.05,1.0,1.0,10,0.075953
300,127,0.2,0.6,0.6,30,0.07988
200,63,0.1,1.0,1.0,20,0.078744
100,63,0.05,1.0,0.6,20,0.073517
300,127,0.05,0.8,1.0,20,0.075082
500,63,0.05,1.0,0.6,30,0.077136
100,63,0.2,0.8,0.6,30,0.078776
100,31,0.2,1.0,0.8,20,0.078433
500,63,0.05,0.6,0.6,10,0.077315
100,31,0.05,0.6,0.8,10,0.073984
200,63,0.05,1.0,1.0,20,0.075239
200,31,0.01,0.8,1.0,20,0.072786
300,63,0.1,1.0,0.8,20,0.078687
500,31,0.01,0.8,0.8,20,0.073161
200,63,0.01,0.6,0.8,30,0.073493
200,31,0.01,0.8,0.8,20,0.073114
300,63,0.01,1.0,0.6,30,0.072517
100,31,0.01,0.6,0.8,20,0.085313
300,63,0.05,0.8,1.0,20,0.076029
200,127,0.01,0.6,0.8,10,0.07438
300,127,0.1,0.8,0.8,20,0.077695
200,127,0.05,0.8,1.0,30,0.075682
500,63,0.1,0.6,0.8,20,0.078813
500,31,0.01,1.0,1.0,10,0.0736
100,127,0.2,1.0,0.6,30,0.078776
200,31,0.1,0.8,0.6,20,0.07766
200,127,0.1,0.8,0.8,20,0.077365
200,63,0.01,0.8,0.8,20,0.073048
100,63,0.01,0.8,0.6,30,0.085237
500,63,0.2,1.0,1.0,20,0.080088
500,63,0.05,0.6,0.8,10,0.07789
200,127,0.2,1.0,0.8,10,0.079518
100,63,0.01,0.8,0.6,10,0.084325
100,31,0.2,1.0,0.8,10,0.079156
500,127,0.01,0.6,1.0,30,0.073949
500,31,0.01,0.6,0.8,20,0.073161
500,31,0.1,0.6,0.8,10,0.076681
500,63,0.01,0.6,1.0,20,0.073589
100,127,0.2,1.0,1.0,20,0.079696
100,63,0.01,0.6,1.0,30,0.085583
500,31,0.1,0.8,0.8,30,0.07855
100,63,0.1,0.6,0.6,30,0.075738
200,31,0.1,0.6,0.6,30,0.075537
100,63,0.05,0.6,0.8,30,0.074057
500,127,0.05,0.6,0.8,10,0.078252
100,63,0.05,0.6,0.8,20,0.072191
200,63,0.05,1.0,0.8,20,0.074315
300,63,0.1,0.8,1.0,20,0.079252
100,127,0.05,0.6,0.6,30,0.07326
500,63,0.2,0.6,0.8,30,0.081339
200,63,0.1,1.0,0.6,10,0.078637
500,63,0.2,1.0,1.0,10,0.078556
500,127,0.05,0.6,0.6,30,0.077136
100,31,0.2,0.6,0.6,10,0.080094
500,127,0.1,1.0,1.0,30,0.078326
100,63,0.1,0.6,0.8,30,0.075886
300,63,0.2,1.0,0.8,10,0.078921
500,63,0.1,1.0,0.8,30,0.077406
500,31,0.2,0.8,1.0,30,0.080632
200,127,0.2,1.0,1.0,30,0.080869
200,63,0.2,1.0,0.8,10,0.0789
200,31,0.2,0.8,0.8,20,0.079682
200,127,0.2,1.0,0.8,20,0.075155
200,63,0.1,0.6,0.6,30,0.077573
100,127,0.05,1.0,1.0,20,0.073043
200,127,0.1,1.0,0.6,30,0.077573
300,127,0.1,1.0,0.6,10,0.076565
100,63,0.05,0.8,0.8,20,0.072191
100,31,0.01,1.0,0.6,20,0.085072
300,127,0.1,1.0,0.6,30,0.078118
500,127,0.2,0.6,0.8,10,0.079554
500,63,0.1,1.0,0.6,20,0.077818
100,63,0.2,0.8,1.0,10,0.078207
100,63,0.05,0.8,1.0,10,0.075763
500,63,0.01,1.0,0.8,10,0.075309
200,63,0.01,0.6,0.8,20,0.073048
500,31,0.1,0.8,0.6,20,0.078599
100,127,0.1,0.6,0.6,20,0.075114
300,31,0.1,0.8,0.8,10,0.076269
200,63,0.1,0.8,0.8,30,0.076537
300,63,0.01,0.6,0.6,10,0.072876
200,127,0.05,0.8,1.0,20,0.074693
500,63,0.05,0.6,0.8,30,0.076704
200,127,0.1,1.0,1.0,20,0.075725
500,127,0.1,0.8,0.6,20,0.076027
100,31,0.01,0.8,1.0,20,0.085345
500,63,0.1,0.6,0.6,20,0.077818
