n_estimators,learning_rate,loss,base_max_depth,val_rmse
100,0.01,square,3,0.090637
100,0.01,square,4,0.086956
100,0.01,square,5,0.084787
100,0.01,exponential,2,0.094762
100,0.01,exponential,3,0.091283
100,0.01,exponential,4,0.087269
100,0.01,exponential,5,0.084503
100,0.05,linear,2,0.089603
100,0.05,linear,3,0.087944
100,0.05,linear,4,0.084462
100,0.05,linear,5,0.083369
100,0.05,square,2,0.088768
100,0.05,square,3,0.087411
100,0.05,square,4,0.083833
100,0.05,square,5,0.083223
100,0.05,exponential,2,0.089576
100,0.05,exponential,3,0.088307
100,0.05,exponential,4,0.085243
100,0.05,exponential,5,0.08375
100,0.1,linear,2,0.088397
100,0.1,linear,3,0.086119
100,0.1,linear,4,0.083332
100,0.1,linear,5,0.082187
100,0.1,square,2,0.087951
100,0.1,square,3,0.085826
100,0.1,square,4,0.083893
100,0.1,square,5,0.082324
100,0.1,exponential,2,0.089093
100,0.1,exponential,3,0.087128
100,0.1,exponential,4,0.083901
100,0.1,exponential,5,0.082568
100,0.5,linear,2,0.089145
100,0.5,linear,3,0.085854
100,0.5,linear,4,0.082844
100,0.5,linear,5,0.082042
100,0.5,square,2,0.090107
100,0.5,square,3,0.085914
100,0.5,square,4,0.083461
100,0.5,square,5,0.082958
100,0.5,exponential,2,0.08953
100,0.5,exponential,3,0.08624
100,0.5,exponential,4,0.083683
100,0.5,exponential,5,0.082105
100,1.0,linear,2,0.092081
100,1.0,linear,3,0.085717
100,1.0,linear,4,0.083712
100,1.0,linear,5,0.082025
100,1.0,square,2,0.091399
100,1.0,square,3,0.08711
100,1.0,square,4,0.082612
100,1.0,square,5,0.082297
100,1.0,exponential,2,0.091181
100,1.0,exponential,3,0.085246
100,1.0,exponential,4,0.083476
100,1.0,exponential,5,0.08261
200,0.01,linear,2,0.089862
200,0.01,linear,3,0.089574
200,0.01,linear,4,0.086385
200,0.01,linear,5,0.084126
200,0.01,square,2,0.090622
200,0.01,square,3,0.089527
200,0.01,square,4,0.086177
200,0.01,square,5,0.084394
200,0.01,exponential,2,0.091238
200,0.01,exponential,3,0.090516
200,0.01,exponential,4,0.086594
200,0.01,exponential,5,0.084262
200,0.05,linear,2,0.088704
200,0.05,linear,3,0.0862
200,0.05,linear,4,0.083549
200,0.05,linear,5,0.082731
200,0.05,square,2,0.088105
200,0.05,square,3,0.086398
200,0.05,square,4,0.083422
200,0.05,square,5,0.082401
200,0.05,exponential,2,0.089399
200,0.05,exponential,3,0.086394
200,0.05,exponential,4,0.083683
200,0.05,exponential,5,0.082894
200,0.1,linear,2,0.08789
200,0.1,linear,3,0.085373
200,0.1,linear,4,0.082864
200,0.1,linear,5,0.08213
200,0.1,square,2,0.089518
200,0.1,square,3,0.085513
200,0.1,square,4,0.08396
200,0.1,square,5,0.082049
200,0.1,exponential,2,0.08779
200,0.1,exponential,3,0.08618
200,0.1,exponential,4,0.082749
200,0.1,exponential,5,0.082268
200,0.5,linear,2,0.091953
200,0.5,linear,3,0.085963
200,0.5,linear,4,0.083245
200,0.5,linear,5,0.081991
200,0.5,square,2,0.09206
200,0.5,square,3,0.08602
200,0.5,square,4,0.084144
200,0.5,square,5,0.082282
200,0.5,exponential,2,0.092887
200,0.5,exponential,3,0.085937
200,0.5,exponential,4,0.083646
200,0.5,exponential,5,0.082769
200,1.0,linear,2,0.092081
200,1.0,linear,3,0.085631
200,1.0,linear,4,0.083561
200,1.0,linear,5,0.082475
200,1.0,square,2,0.093136
200,1.0,square,3,0.086417
200,1.0,square,4,0.084602
200,1.0,square,5,0.082776
200,1.0,exponential,2,0.09301
200,1.0,exponential,3,0.085385
200,1.0,exponential,4,0.082742
200,1.0,exponential,5,0.08281
300,0.01,linear,2,0.089745
300,0.01,linear,3,0.088819
300,0.01,linear,4,0.085808
300,0.01,linear,5,0.083557
300,0.01,square,2,0.089938
300,0.01,square,3,0.088291
300,0.01,square,4,0.085362
300,0.01,square,5,0.083908
300,0.01,exponential,2,0.089897
300,0.01,exponential,3,0.089452
300,0.01,exponential,4,0.086234
300,0.01,exponential,5,0.083819
300,0.05,linear,2,0.087852
300,0.05,linear,3,0.085664
300,0.05,linear,4,0.083137
300,0.05,linear,5,0.082785
300,0.05,square,2,0.088376
300,0.05,square,3,0.086201
300,0.05,square,4,0.08318
300,0.05,square,5,0.082552
300,0.05,exponential,2,0.088125
300,0.05,exponential,3,0.085918
300,0.05,exponential,4,0.082941
300,0.05,exponential,5,0.082315
300,0.1,linear,2,0.087625
300,0.1,linear,3,0.086034
300,0.1,linear,4,0.082643
300,0.1,linear,5,0.082166
300,0.1,square,2,0.089809
300,0.1,square,3,0.085537
300,0.1,square,4,0.083704
300,0.1,square,5,0.082108
300,0.1,exponential,2,0.088254
300,0.1,exponential,3,0.086234
300,0.1,exponential,4,0.0827
300,0.1,exponential,5,0.082218
300,0.5,linear,2,0.091953
300,0.5,linear,3,0.085957
300,0.5,linear,4,0.082973
300,0.5,linear,5,0.082343
300,0.5,square,2,0.092493
300,0.5,square,3,0.086346
300,0.5,square,4,0.084345
300,0.5,square,5,0.082657
300,0.5,exponential,2,0.094027
300,0.5,exponential,3,0.086371
300,0.5,exponential,4,0.083021
300,0.5,exponential,5,0.082745
300,1.0,linear,2,0.092081
300,1.0,linear,3,0.085787
300,1.0,linear,4,0.083751
300,1.0,linear,5,0.08227
300,1.0,square,2,0.093427
300,1.0,square,3,0.085822
300,1.0,square,4,0.084591
300,1.0,square,5,0.082845
300,1.0,exponential,2,0.094322
300,1.0,exponential,3,0.085784
300,1.0,exponential,4,0.082634
300,1.0,exponential,5,0.082469
