n_estimators,learning_rate,loss,base_max_depth,val_rmse
300,0.5,linear,3,0.083177
300,0.5,linear,4,0.081156
300,0.5,linear,5,0.080121
300,0.5,square,2,0.092781
300,0.5,square,3,0.083259
300,0.5,square,4,0.080649
300,0.5,square,5,0.079641
300,0.5,exponential,2,0.092825
300,0.5,exponential,3,0.084578
300,0.5,exponential,4,0.081431
300,0.5,exponential,5,0.080334
300,1.0,linear,2,0.092248
300,1.0,linear,3,0.084792
300,1.0,linear,4,0.082064
300,1.0,linear,5,0.079771
300,1.0,square,2,0.092081
300,1.0,square,3,0.083844
300,1.0,square,4,0.079962
300,1.0,square,5,0.078941
300,1.0,exponential,2,0.09621
300,1.0,exponential,3,0.085034
300,1.0,exponential,4,0.082334
300,1.0,exponential,5,0.080026
