n_estimators,learning_rate,minibatch_frac,col_sample,base_max_depth,val_rmse
300,0.01,0.75,0.75,5,0.080251
300,0.05,0.75,1.0,4,0.082918
100,0.05,1.0,0.5,5,0.082938
200,0.1,0.75,0.5,3,0.084661
100,0.05,0.5,0.75,2,0.083604
300,0.05,1.0,0.75,4,0.083253
200,0.05,0.5,0.75,4,0.083824
300,0.1,1.0,1.0,3,0.084641
300,0.1,1.0,0.75,2,0.08286
200,0.1,0.5,0.75,3,0.084651
300,0.1,0.5,0.75,5,0.086091
100,0.1,1.0,0.5,4,0.083384
500,0.05,0.5,0.5,2,0.082114
100,0.01,1.0,1.0,5,0.086867
100,0.01,0.75,1.0,5,0.085111
500,0.01,0.75,0.5,4,0.081384
200,0.01,0.5,1.0,2,0.083936
200,0.05,0.5,0.75,2,0.083883
500,0.05,0.75,0.5,2,0.0834
500,0.1,0.75,0.5,5,0.085071
100,0.05,0.75,0.5,5,0.081102
500,0.05,1.0,0.5,2,0.083481
500,0.05,1.0,0.75,4,0.08398
300,0.01,0.75,0.75,2,0.082968
500,0.01,0.5,0.5,3,0.081213
200,0.1,0.5,0.75,4,0.08783
100,0.1,0.5,1.0,5,0.082223
200,0.1,0.5,1.0,3,0.082759
200,0.1,0.5,0.5,3,0.087755
100,0.1,1.0,1.0,5,0.085432
500,0.01,0.75,0.75,5,0.080452
200,0.01,1.0,0.75,2,0.083914
500,0.01,0.5,0.75,5,0.080969
100,0.05,0.5,0.5,2,0.08251
300,0.1,0.75,1.0,5,0.084298
500,0.01,1.0,0.75,2,0.082214
100,0.1,0.75,0.5,5,0.083257
300,0.05,0.75,1.0,3,0.083037
500,0.1,1.0,0.75,4,0.085669
500,0.01,1.0,0.5,4,0.081092
300,0.01,0.75,1.0,2,0.083196
500,0.01,1.0,0.75,5,0.081684
200,0.01,1.0,0.75,4,0.081433
500,0.1,1.0,1.0,5,0.087028
300,0.05,1.0,1.0,3,0.082965
500,0.1,0.5,0.75,2,0.085883
200,0.05,0.75,1.0,4,0.082393
100,0.01,1.0,0.75,2,0.105299
200,0.01,0.5,1.0,3,0.08204
500,0.1,0.75,0.75,5,0.086984
200,0.05,0.75,0.75,3,0.083236
200,0.1,1.0,0.5,3,0.08327
200,0.01,1.0,0.75,3,0.082197
100,0.01,1.0,1.0,3,0.089717
200,0.01,0.5,0.5,2,0.083526
300,0.1,0.5,0.5,4,0.085903
500,0.01,0.5,0.5,4,0.080947
300,0.1,1.0,1.0,4,0.084844
300,0.05,0.5,0.5,5,0.085204
200,0.1,0.75,1.0,4,0.083977
300,0.01,0.75,0.75,4,0.081184
100,0.1,0.5,0.5,3,0.087487
500,0.1,1.0,0.5,2,0.083817
500,0.1,1.0,0.75,2,0.083547
200,0.01,0.75,0.75,4,0.080983
500,0.1,0.5,1.0,5,0.084369
300,0.05,0.75,1.0,5,0.083069
200,0.01,1.0,0.5,4,0.080952
300,0.1,0.5,1.0,5,0.083747
300,0.01,0.5,0.5,5,0.080766
300,0.1,0.5,1.0,4,0.087394
200,0.1,1.0,0.5,2,0.082913
500,0.05,0.5,0.75,5,0.084589
500,0.01,0.75,1.0,2,0.083102
100,0.05,1.0,1.0,4,0.083303
300,0.05,0.5,1.0,2,0.083672
300,0.05,0.5,0.5,2,0.082551
100,0.05,0.5,1.0,4,0.081928
100,0.01,1.0,0.5,2,0.103376
100,0.05,0.75,1.0,2,0.083047
100,0.1,0.5,0.75,4,0.086183
500,0.05,1.0,1.0,4,0.085958
500,0.05,1.0,1.0,2,0.082828
100,0.01,1.0,1.0,2,0.104307
200,0.1,0.75,0.75,3,0.087178
200,0.1,0.75,0.5,5,0.084619
300,0.01,0.75,1.0,5,0.081075
300,0.05,0.75,0.75,4,0.081969
200,0.01,0.75,1.0,2,0.083952
300,0.05,1.0,0.75,5,0.083302
100,0.01,0.5,0.75,3,0.089195
100,0.05,0.75,1.0,4,0.081543
500,0.05,0.75,0.5,5,0.082083
500,0.01,0.75,1.0,3,0.082415
500,0.05,1.0,0.75,5,0.083553
500,0.1,1.0,1.0,4,0.084835
500,0.05,0.5,1.0,4,0.082897
300,0.01,0.5,0.75,4,0.081367
100,0.1,0.5,1.0,2,0.083739
500,0.01,1.0,0.75,3,0.081793
100,0.01,0.5,0.5,3,0.089592
500,0.05,0.75,1.0,2,0.084365
300,0.05,0.5,0.75,2,0.083595
100,0.1,0.75,0.75,5,0.084771
300,0.05,0.5,0.75,5,0.084554
100,0.05,0.75,0.75,4,0.081451
200,0.05,0.5,1.0,2,0.083781
300,0.05,0.75,1.0,2,0.083305
500,0.1,0.5,1.0,4,0.088095
300,0.1,0.5,1.0,2,0.084203
200,0.1,0.5,1.0,5,0.083474
100,0.1,0.5,1.0,4,0.084505
100,0.01,0.5,0.5,2,0.10268
200,0.05,0.75,1.0,3,0.082609
300,0.01,1.0,1.0,4,0.082787
100,0.01,0.5,1.0,3,0.088891
300,0.05,1.0,0.75,3,0.082459
300,0.1,0.75,0.75,2,0.086945
200,0.05,0.75,0.5,3,0.082206
200,0.01,0.75,0.5,4,0.081125
100,0.01,1.0,0.75,3,0.090736
200,0.01,0.75,0.5,5,0.079881
300,0.01,0.5,1.0,2,0.083002
200,0.05,0.5,0.5,3,0.084128
300,0.01,1.0,0.5,4,0.081053
100,0.01,0.75,1.0,2,0.101357
100,0.01,0.75,1.0,3,0.089953
200,0.1,0.5,0.75,5,0.085787
200,0.01,0.75,0.75,2,0.08412
200,0.1,1.0,0.75,2,0.082677
100,0.01,0.75,0.75,3,0.090531
500,0.01,0.5,1.0,5,0.080849
500,0.01,0.75,0.75,4,0.081529
200,0.1,0.75,0.75,2,0.086438
300,0.1,0.5,0.75,3,0.085841
300,0.1,0.75,0.5,2,0.083667
200,0.05,1.0,0.5,2,0.083085
200,0.01,0.75,0.5,3,0.081364
500,0.1,1.0,0.75,5,0.086292
100,0.05,0.5,0.75,4,0.083443
100,0.05,1.0,0.75,5,0.082518
300,0.1,1.0,0.5,4,0.085087
300,0.01,0.5,0.75,5,0.080344
200,0.05,0.5,1.0,5,0.081436
300,0.1,1.0,0.75,5,0.086319
300,0.05,0.75,0.75,5,0.083555
500,0.01,0.5,1.0,4,0.080995
500,0.1,1.0,0.5,5,0.08266
500,0.01,1.0,0.5,5,0.080454
500,0.05,0.75,1.0,3,0.083946
500,0.01,1.0,1.0,2,0.08246
200,0.1,0.5,0.5,4,0.084645
500,0.05,1.0,0.75,3,0.082733
100,0.1,1.0,0.75,4,0.083203
200,0.05,1.0,0.5,5,0.083121
500,0.01,0.5,0.75,4,0.081377
100,0.1,0.75,1.0,5,0.08265
300,0.1,0.75,0.5,5,0.084866
200,0.01,1.0,0.5,2,0.083382
200,0.01,0.5,0.75,5,0.079967
100,0.01,1.0,0.75,4,0.087777
500,0.05,0.75,0.5,4,0.083252
500,0.1,0.5,0.5,4,0.086764
500,0.01,0.5,1.0,3,0.08227
100,0.1,0.75,0.5,4,0.084053
300,0.05,1.0,1.0,4,0.085192
300,0.05,1.0,0.75,2,0.082435
200,0.01,1.0,1.0,3,0.082588
500,0.1,0.5,1.0,2,0.084426
200,0.1,1.0,0.75,4,0.084193
300,0.1,0.5,1.0,3,0.082785
300,0.05,1.0,0.5,2,0.083188
100,0.01,0.75,0.75,4,0.086752
500,0.01,1.0,0.5,2,0.081683
300,0.1,1.0,1.0,2,0.083745
500,0.1,0.75,0.75,4,0.085913
300,0.01,1.0,0.75,5,0.081515
300,0.01,1.0,0.75,4,0.082201
100,0.01,0.5,1.0,2,0.100676
100,0.1,0.75,0.5,2,0.083345
300,0.1,0.75,0.75,3,0.087895
200,0.01,0.75,1.0,5,0.080804
100,0.05,1.0,0.5,2,0.083158
300,0.1,1.0,0.5,3,0.083954
500,0.1,0.5,0.75,4,0.089354
300,0.01,1.0,1.0,2,0.082808
300,0.01,0.75,0.5,5,0.080379
300,0.01,0.75,0.5,4,0.081284
300,0.1,1.0,1.0,5,0.086625
300,0.05,0.75,0.75,3,0.083672
200,0.05,0.5,0.5,4,0.083271
200,0.05,0.5,0.5,5,0.08404
500,0.05,0.5,1.0,3,0.082634
100,0.05,1.0,0.5,4,0.082542
200,0.1,0.5,0.75,2,0.085136
100,0.1,1.0,1.0,2,0.083137
100,0.05,0.75,0.5,2,0.083636
300,0.1,0.75,0.75,4,0.086113
200,0.05,1.0,1.0,5,0.083238
300,0.01,1.0,0.5,2,0.081924
500,0.05,1.0,1.0,5,0.083934
100,0.1,0.75,0.75,4,0.084259
300,0.05,1.0,0.5,3,0.082837
100,0.1,1.0,1.0,3,0.082973
500,0.05,1.0,1.0,3,0.08404
500,0.1,0.75,0.5,2,0.08525
200,0.05,0.75,1.0,5,0.082554
300,0.05,0.5,1.0,5,0.081987
100,0.01,1.0,0.5,3,0.091354
200,0.1,0.75,1.0,3,0.085832
100,0.1,1.0,0.75,5,0.085317
200,0.1,1.0,1.0,2,0.083333
100,0.01,1.0,0.5,5,0.085806
200,0.1,1.0,1.0,5,0.085789
500,0.05,0.75,1.0,5,0.083507
200,0.1,0.5,0.5,2,0.085508
500,0.01,0.5,0.5,2,0.082348
500,0.1,1.0,0.75,3,0.08517
500,0.05,0.5,0.5,5,0.085462
500,0.05,0.5,1.0,5,0.082098
500,0.1,0.75,0.5,3,0.085609
500,0.1,0.5,0.5,5,0.08652
200,0.01,0.5,1.0,4,0.080735
200,0.05,0.75,0.75,5,0.083169
100,0.01,0.75,0.75,5,0.085556
200,0.01,0.5,0.75,3,0.081463
300,0.01,0.75,1.0,4,0.081585
200,0.05,1.0,1.0,3,0.082788
500,0.1,1.0,1.0,3,0.085592
500,0.01,1.0,0.5,3,0.081271
500,0.1,0.5,0.5,2,0.086919
500,0.05,0.5,0.5,4,0.084424
300,0.01,1.0,0.75,3,0.081862
300,0.01,0.75,1.0,3,0.082063
200,0.1,0.75,1.0,5,0.08375
300,0.05,0.75,0.5,4,0.082605
300,0.1,1.0,0.75,4,0.085217
200,0.1,0.5,1.0,4,0.085979
500,0.05,0.5,1.0,2,0.083737
200,0.05,1.0,0.5,4,0.082893
200,0.01,1.0,1.0,5,0.081495
100,0.1,1.0,0.5,3,0.08267
300,0.05,0.75,0.5,2,0.083349
100,0.1,1.0,0.5,5,0.082133
500,0.01,0.75,0.5,2,0.082508
