n_estimators,max_depth,learning_rate,subsample,min_samples_split,val_rmse
100,6,0.05,0.8,2,0.074387
300,6,0.1,0.5,2,0.077557
300,6,0.05,0.6,2,0.07671
100,3,0.01,0.5,2,0.087569
200,5,0.2,0.7,5,0.079168
300,5,0.05,0.7,10,0.072785
100,3,0.05,0.7,5,0.071244
500,3,0.2,0.7,5,0.079645
200,6,0.1,0.8,10,0.075193
200,5,0.1,0.5,10,0.076122
200,4,0.01,0.6,10,0.073805
100,4,0.01,0.8,10,0.08695
200,4,0.01,0.7,2,0.07388
500,4,0.2,0.5,5,0.083179
500,5,0.2,0.6,2,0.080894
100,4,0.2,0.6,2,0.07707
300,5,0.05,0.6,10,0.074672
100,4,0.05,0.8,5,0.072
300,6,0.05,0.6,10,0.074692
100,5,0.1,0.7,10,0.072722
100,5,0.1,0.8,10,0.074305
300,5,0.01,0.7,2,0.071873
300,6,0.1,0.8,5,0.07575
100,6,0.1,0.5,5,0.07866
500,6,0.2,0.8,10,0.079803
300,6,0.05,0.5,2,0.076393
300,4,0.01,0.5,5,0.07179
500,4,0.2,0.5,10,0.082353
500,3,0.1,0.5,10,0.077289
200,3,0.05,0.5,5,0.071115
200,5,0.1,0.7,5,0.075344
500,4,0.05,0.8,2,0.074947
500,6,0.2,0.7,10,0.080748
300,4,0.05,0.6,5,0.073462
300,6,0.01,0.5,5,0.071586
300,4,0.1,0.7,2,0.074671
100,5,0.1,0.6,2,0.074333
200,4,0.05,0.5,5,0.073418
200,3,0.2,0.5,10,0.07997
500,4,0.01,0.7,10,0.071694
200,6,0.01,0.8,5,0.074671
100,3,0.05,0.8,2,0.071686
200,3,0.2,0.7,5,0.078151
500,6,0.05,0.6,10,0.075607
100,3,0.01,0.7,5,0.087896
100,4,0.1,0.5,2,0.072491
100,4,0.05,0.5,2,0.072851
500,4,0.2,0.7,10,0.08133
100,4,0.05,0.8,2,0.07278
500,4,0.2,0.7,5,0.082696
200,6,0.01,0.5,10,0.073575
500,6,0.05,0.7,5,0.074497
300,5,0.2,0.8,5,0.080707
200,4,0.01,0.6,2,0.073809
200,4,0.2,0.8,2,0.080917
500,3,0.01,0.8,10,0.071627
200,3,0.1,0.6,2,0.073536
100,5,0.2,0.6,2,0.079698
300,5,0.01,0.6,5,0.072059
200,4,0.01,0.7,10,0.073857
500,3,0.01,0.8,2,0.071646
300,3,0.1,0.7,10,0.074654
200,3,0.01,0.5,10,0.074766
100,5,0.01,0.5,2,0.085383
500,6,0.01,0.5,5,0.071388
300,4,0.01,0.8,2,0.071963
200,6,0.1,0.5,10,0.07527
500,3,0.01,0.5,5,0.071427
300,3,0.2,0.5,2,0.080294
300,4,0.2,0.8,5,0.081166
100,4,0.01,0.7,5,0.086731
100,5,0.01,0.6,5,0.086006
100,4,0.05,0.5,10,0.072931
300,3,0.1,0.6,5,0.076902
200,6,0.01,0.8,10,0.074959
100,5,0.05,0.6,2,0.073786
200,4,0.05,0.5,10,0.074974
500,5,0.1,0.7,10,0.074743
500,4,0.01,0.6,2,0.071614
500,6,0.05,0.6,5,0.076119
100,5,0.2,0.8,10,0.078529
500,4,0.01,0.8,5,0.071843
100,6,0.2,0.7,5,0.07947
500,3,0.2,0.8,5,0.081941
500,5,0.01,0.6,5,0.072072
200,4,0.05,0.6,2,0.073319
100,4,0.1,0.6,10,0.074441
300,4,0.05,0.8,2,0.073744
300,6,0.01,0.6,5,0.072648
100,4,0.01,0.6,2,0.086614
100,3,0.05,0.6,2,0.070931
500,6,0.1,0.7,2,0.076183
200,4,0.01,0.5,10,0.073733
100,4,0.2,0.5,5,0.076932
200,3,0.05,0.6,5,0.071549
300,6,0.05,0.6,5,0.075574
500,5,0.1,0.8,2,0.076712
100,5,0.05,0.5,5,0.073615
300,4,0.01,0.8,5,0.071956
500,4,0.1,0.6,2,0.081079
300,6,0.2,0.6,5,0.078207
500,6,0.1,0.7,5,0.073082
100,4,0.2,0.5,2,0.073475
300,5,0.2,0.8,2,0.081646
100,3,0.01,0.5,5,0.087569
200,3,0.01,0.7,5,0.07495
500,5,0.01,0.7,5,0.072134
300,4,0.2,0.7,2,0.0814
300,3,0.05,0.6,10,0.072498
300,5,0.05,0.6,2,0.075504
200,3,0.2,0.6,5,0.079658
500,5,0.01,0.5,5,0.071205
500,3,0.01,0.5,2,0.07146
200,6,0.05,0.7,10,0.074987
200,6,0.2,0.5,10,0.080504
300,5,0.05,0.5,10,0.077143
500,5,0.05,0.8,5,0.075879
300,6,0.1,0.5,5,0.079327
500,6,0.01,0.5,2,0.072031
200,4,0.01,0.8,2,0.074174
100,4,0.1,0.7,5,0.07351
100,5,0.01,0.5,5,0.085352
100,6,0.01,0.7,5,0.085822
300,6,0.01,0.5,2,0.071683
100,3,0.1,0.6,10,0.071491
500,5,0.1,0.6,2,0.077487
200,6,0.2,0.6,5,0.077807
200,4,0.2,0.5,5,0.080124
100,3,0.1,0.7,5,0.071886
300,6,0.2,0.7,5,0.08007
100,6,0.05,0.6,5,0.074003
500,4,0.01,0.6,5,0.071598
500,6,0.2,0.8,2,0.080395
200,5,0.01,0.8,10,0.074222
200,4,0.01,0.6,5,0.073841
500,4,0.01,0.5,10,0.071584
