n_estimators,max_depth,learning_rate,subsample,min_samples_split,val_rmse
200,3,0.1,0.6,2,0.083555
100,5,0.2,0.6,2,0.088131
300,5,0.01,0.6,5,0.081108
200,4,0.01,0.7,10,0.084161
500,3,0.01,0.8,2,0.082348
300,3,0.1,0.7,10,0.085394
200,3,0.01,0.5,10,0.085163
100,5,0.01,0.5,2,0.094846
500,6,0.01,0.5,5,0.081677
300,4,0.01,0.8,2,0.082917
200,6,0.1,0.5,10,0.084577
500,3,0.01,0.5,5,0.081592
300,3,0.2,0.5,2,0.089383
300,4,0.2,0.8,5,0.093871
100,4,0.01,0.7,5,0.096685
100,5,0.01,0.6,5,0.094872
100,4,0.05,0.5,10,0.08171
300,3,0.1,0.6,5,0.084537
200,6,0.01,0.8,10,0.083142
100,5,0.05,0.6,2,0.083183
200,4,0.05,0.5,10,0.082166
500,5,0.1,0.7,10,0.089344
500,4,0.01,0.6,2,0.081585
500,6,0.05,0.6,5,0.084652
100,5,0.2,0.8,10,0.088841
500,4,0.01,0.8,5,0.082652
100,6,0.2,0.7,5,0.086566
500,3,0.2,0.8,5,0.088816
500,5,0.01,0.6,5,0.081273
200,4,0.05,0.6,2,0.083084
100,4,0.1,0.6,10,0.084064
300,4,0.05,0.8,2,0.084464
300,6,0.01,0.6,5,0.081869
100,4,0.01,0.6,2,0.096474
100,3,0.05,0.6,2,0.082499
500,6,0.1,0.7,2,0.086271
200,4,0.01,0.5,10,0.083586
100,4,0.2,0.5,5,0.091195
200,3,0.05,0.6,5,0.082813
300,6,0.05,0.6,5,0.083887
500,5,0.1,0.8,2,0.088931
100,5,0.05,0.5,5,0.082346
300,4,0.01,0.8,5,0.082756
500,4,0.1,0.6,2,0.090519
300,6,0.2,0.6,5,0.088917
500,6,0.1,0.7,5,0.08811
100,4,0.2,0.5,2,0.089759
300,5,0.2,0.8,2,0.089473
100,3,0.01,0.5,5,0.098133
200,3,0.01,0.7,5,0.085732
500,5,0.01,0.7,5,0.082086
300,4,0.2,0.7,2,0.08517
300,3,0.05,0.6,10,0.083429
300,5,0.05,0.6,2,0.084691
200,3,0.2,0.6,5,0.086497
500,5,0.01,0.5,5,0.081854
500,3,0.01,0.5,2,0.081627
200,6,0.05,0.7,10,0.083929
200,6,0.2,0.5,10,0.089969
300,5,0.05,0.5,10,0.084288
500,5,0.05,0.8,5,0.085694
300,6,0.1,0.5,5,0.08607
500,6,0.01,0.5,2,0.081747
200,4,0.01,0.8,2,0.084682
100,4,0.1,0.7,5,0.084508
100,5,0.01,0.5,5,0.094907
100,6,0.01,0.7,5,0.093875
300,6,0.01,0.5,2,0.081326
100,3,0.1,0.6,10,0.083421
500,5,0.1,0.6,2,0.085705
200,6,0.2,0.6,5,0.088607
200,4,0.2,0.5,5,0.095665
100,3,0.1,0.7,5,0.082564
300,6,0.2,0.7,5,0.087681
100,6,0.05,0.6,5,0.082952
500,4,0.01,0.6,5,0.081332
500,6,0.2,0.8,2,0.09059
200,5,0.01,0.8,10,0.084159
200,4,0.01,0.6,5,0.083595
500,4,0.01,0.5,10,0.081938
